,data,fonte,id,descricao,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities
1430,2023-11-04 19:06:40.974386,Viva Real,2665052300,"Ponto comercial/Loja/Box    para Aluguel, 138m²","Centro, Florianópolis - SC",,,Centro,florianopolis,18000,Mês,,138,1,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-138m2-aluguel-RS18000-id-2665052300/,Piscina; Churrasqueira; Condomínio fechado; Jardim; Playground; ...
1431,2023-11-04 19:06:41.152793,Viva Real,2585956355,"Apartamento com  Quarto para Aluguel, 80m²","Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,450,Dia,,80,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-80m2-aluguel-RS450-id-2585956355/,Churrasqueira; Piscina
1432,2023-11-04 19:06:41.155205,Viva Real,2661654660,"Sala/Conjunto    para Aluguel, 56m²","Rua Felipe Schmidt - Centro, Florianópolis - SC",Rua Felipe Schmidt ,, Centro,florianopolis,2300,Mês,,56,1,,,https://vivareal.com.br/imovel/centro-bairros-florianopolis-56m2-aluguel-RS2300-id-2661654660/,Cozinha
1433,2023-11-04 19:06:41.157096,Viva Real,2655883077,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Idalina Pereira dos Santos - Agronômica, Florianópolis - SC",Rua Idalina Pereira dos Santos ,, Agronômica,florianopolis,6900,Mês,900,115,4,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-115m2-aluguel-RS6900-id-2655883077/,Piscina; Churrasqueira; Elevador; Varanda; Academia; ...
1434,2023-11-04 19:06:41.158964,Viva Real,2643907962,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Mediterrâneo - Córrego Grande, Florianópolis - SC",Rua Mediterrâneo ,, Córrego Grande,florianopolis,3470,Mês,570,80,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-corrego-grande-bairros-florianopolis-com-garagem-80m2-aluguel-RS3470-id-2643907962/,
1435,2023-11-04 19:06:41.160712,Viva Real,2653878795,"Sala/Conjunto    para Aluguel, 30m²","Centro, Florianópolis - SC",,,Centro,florianopolis,1200,Mês,,30,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS1200-id-2653878795/,Circuito de segurança
1436,2023-11-04 19:06:41.162711,Viva Real,2666236622,"Ponto comercial/Loja/Box    para Aluguel, 170m²","Abraão, Florianópolis - SC",,,Abraão,florianopolis,11900,Mês,,170,1,,,https://vivareal.com.br/imovel/ponto-comercial-abraao-bairros-florianopolis-170m2-aluguel-RS11900-id-2666236622/,
1437,2023-11-04 19:06:41.164501,Viva Real,2621334934,"Sala/Conjunto    para Aluguel, 53m²","Rua Fernando Machado - Centro, Florianópolis - SC",Rua Fernando Machado ,, Centro,florianopolis,1290,Mês,,53,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-53m2-aluguel-RS1290-id-2621334934/,
1438,2023-11-04 19:06:41.166362,Viva Real,2514494975,"Casa com 4 Quartos para Aluguel, 10m²","Rua dos Corais, 120 - Jurerê Internacional, Florianópolis - SC",Rua dos Corais,120, Jurerê Internacional,florianopolis,1350,Dia,,10,3,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-10m2-aluguel-RS1350-id-2514494975/,Piscina; Ar-condicionado; Mobiliado; Varanda gourmet
1439,2023-11-04 19:06:41.168148,Viva Real,2514446683,"Casa com 6 Quartos para Aluguel, 10m²","Rua dos Pescadores, 56 - Ingleses do Rio Vermelho, Florianópolis - SC",Rua dos Pescadores,56, Ingleses do Rio Vermelho,florianopolis,1000,Dia,,10,4,6,5,https://vivareal.com.br/imovel/casa-6-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-10m2-aluguel-RS1000-id-2514446683/,Piscina; Ar-condicionado; Mobiliado; Varanda gourmet
1440,2023-11-04 19:06:41.170039,Viva Real,2653532018,"Apartamento com 3 Quartos para Aluguel, 80m²","Avenida dos Dourados, 1270 - Jurerê Internacional, Florianópolis - SC",Avenida dos Dourados,1270, Jurerê Internacional,florianopolis,1000,Dia,,80,4,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-80m2-aluguel-RS1000-id-2653532018/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...
1441,2023-11-04 19:06:41.171864,Viva Real,2659695406,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Tenente Silveira - Centro, Florianópolis - SC",Rua Tenente Silveira ,, Centro,florianopolis,2250,Mês,637,75,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-75m2-aluguel-RS2250-id-2659695406/,Elevador; Portaria 24h; Aceita animais; Cozinha americana
1442,2023-11-04 19:06:41.173679,Viva Real,2657449412,"Casa com 7 Quartos para Aluguel, 350m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,5900,Dia,,350,6,7,2,https://vivareal.com.br/imovel/casa-7-quartos-jurere-internacional-bairros-florianopolis-com-garagem-350m2-aluguel-RS5900-id-2657449412/,Piscina; Mobiliado; Churrasqueira; Ar-condicionado; Lavanderia; ...
1443,2023-11-04 19:06:41.175465,Viva Real,2653165372,"Apartamento com 2 Quartos para Aluguel, 65m²","Armação do Pântano do Sul, Florianópolis - SC",,,Armação do Pântano do Sul,florianopolis,2900,Mês,,65,1,2,,https://vivareal.com.br/imovel/apartamento-2-quartos-armacao-do-pantano-do-sul-bairros-florianopolis-65m2-aluguel-RS2900-id-2653165372/,Churrasqueira; Armário na cozinha; Área de serviço
1444,2023-11-04 19:06:41.177257,Viva Real,2617933796,"Sala/Conjunto    para Aluguel, 30m²","Rua Jerônimo Coelho, 170 - Centro, Florianópolis - SC",Rua Jerônimo Coelho,170, Centro,florianopolis,850,Mês,,30,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS850-id-2617933796/,Mobiliado
1445,2023-11-04 19:06:41.179085,Viva Real,2658999285,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Altamiro Guimarães, 302 - Centro, Florianópolis - SC",Rua Altamiro Guimarães,302, Centro,florianopolis,3800,Mês,1230,100,2,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-100m2-aluguel-RS3800-id-2658999285/,Área de serviço
1446,2023-11-04 19:06:41.180889,Viva Real,2657581553,"Casa com 2 Quartos para Aluguel, 80m²","Rua das Moreias, 167 - Jurerê, Florianópolis - SC",Rua das Moreias,167, Jurerê,florianopolis,450,Dia,,80,3,2,2,https://vivareal.com.br/imovel/casa-2-quartos-jurere-bairros-florianopolis-com-garagem-80m2-aluguel-RS450-id-2657581553/,Mobiliado; Churrasqueira; Aceita animais; Ar-condicionado; Área de serviço; ...
1447,2023-11-04 19:06:41.183153,Viva Real,2649086917,"Casa com 3 Quartos para Aluguel, 102m²","Servidão Recanto da Figueira, 1 - Morro das Pedras, Florianópolis - SC",Servidão Recanto da Figueira,1, Morro das Pedras,florianopolis,1500,Dia,,102,3,3,5,https://vivareal.com.br/imovel/casa-3-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-102m2-aluguel-RS1500-id-2649086917/,Piscina; Mobiliado; Churrasqueira; Aceita animais; Ar-condicionado; ...
1448,2023-11-04 19:06:41.185063,Viva Real,2666600568,"Apartamento com 4 Quartos para Aluguel, 323m²","Centro, Florianópolis - SC",,,Centro,florianopolis,15000,Mês,3870,323,6,4,2,https://vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-florianopolis-com-garagem-323m2-aluguel-RS15000-id-2666600568/,
1449,2023-11-04 19:06:41.186913,Viva Real,2666955390,Casa com 4 Quartos para Venda/Aluguel 52m²,"Rua José Donatilio da Luz, 159 - Jardim Atlântico, Florianópolis - SC",Rua José Donatilio da Luz,159, Jardim Atlântico,florianopolis,8050,Mês,,52,2,4,3,https://vivareal.com.br/imovel/casa-4-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-52m2-venda-RS1700000-id-2666955390/,Piscina; Mobiliado; Churrasqueira; Quintal; Aceita animais; ...
1450,2023-11-04 19:06:41.188843,Viva Real,2666912918,"Apartamento com 4 Quartos para Aluguel, 263m²","Avenida Jornalista Rubens de Arruda Ramos, 1170 - Centro, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,1170, Centro,florianopolis,9500,Mês,1634,263,4,4,2,https://vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-florianopolis-com-garagem-263m2-aluguel-RS9500-id-2666912918/,Mobiliado; Varanda; Academia; Garagem; Ar-condicionado; ...
1451,2023-11-04 19:06:41.191044,Viva Real,2666916709,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Coronel Luiz Caldeira, 149 - Itacorubi, Florianópolis - SC",Rua Coronel Luiz Caldeira,149, Itacorubi,florianopolis,3500,Mês,550,70,3,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-70m2-aluguel-RS3500-id-2666916709/,Garagem
1452,2023-11-04 19:06:41.192970,Viva Real,2666819603,"Casa com 4 Quartos para Aluguel, 315m²","Rua dos Tambaquis, 94 - Jurerê Internacional, Florianópolis - SC",Rua dos Tambaquis,94, Jurerê Internacional,florianopolis,18000,Mês,,315,5,4,3,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-315m2-aluguel-RS18000-id-2666819603/,Piscina; Mobiliado; Churrasqueira; Varanda; Armário embutido; ...
1453,2023-11-04 19:06:41.194947,Viva Real,2666890824,"Casa com 3 Quartos para Aluguel, 252m²","Rua Mario Giocondo Crocetta, 555 - Ingleses do Rio Vermelho, Florianópolis - SC",Rua Mario Giocondo Crocetta,555, Ingleses do Rio Vermelho,florianopolis,12000,Mês,,252,2,3,3,https://vivareal.com.br/imovel/casa-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-252m2-aluguel-RS12000-id-2666890824/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Varanda; ...
1454,2023-11-04 19:06:41.196792,Viva Real,2666948902,"Ponto comercial/Loja/Box    para Aluguel, 48m²","Rua Desembargador Arno Hoeschl, 301 - Centro, Florianópolis - SC",Rua Desembargador Arno Hoeschl,301, Centro,florianopolis,4500,Mês,,48,,,1,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-com-garagem-48m2-aluguel-RS4500-id-2666948902/,
1455,2023-11-04 19:06:41.198461,Viva Real,2666944831,"Apartamento com 3 Quartos para Aluguel, 75m²","Rodovia Amaro Antônio Vieira, 2355 - Itacorubi, Florianópolis - SC",Rodovia Amaro Antônio Vieira,2355, Itacorubi,florianopolis,3000,Mês,875,75,1,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-75m2-aluguel-RS3000-id-2666944831/,Garagem; Condomínio fechado
1456,2023-11-04 19:06:41.200240,Viva Real,2667008598,"Apartamento com  Quarto para Aluguel, 46m²","Rodovia Admar Gonzaga, 1663 - Itacorubi, Florianópolis - SC",Rodovia Admar Gonzaga,1663, Itacorubi,florianopolis,2200,Mês,370,46,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-itacorubi-bairros-florianopolis-com-garagem-46m2-aluguel-RS2200-id-2667008598/,Elevador; Interfone; Mobiliado
1457,2023-11-04 19:06:41.202012,Viva Real,2667017900,"Casa com 3 Quartos para Aluguel, 167m²","Servidão Nelson Conrado da Silva, 200 - Campeche, Florianópolis - SC",Servidão Nelson Conrado da Silva,200, Campeche,florianopolis,6000,Mês,,167,2,3,5,https://vivareal.com.br/imovel/casa-3-quartos-campeche-bairros-florianopolis-com-garagem-167m2-aluguel-RS6000-id-2667017900/,Churrasqueira; Quintal; Aceita animais; Área de serviço; Cozinha; ...
1458,2023-11-04 19:06:41.203720,Viva Real,2666962526,"Casa com 3 Quartos para Aluguel, 170m²","Servidão Anhatomirim, 1 - Ponta das Canas, Florianópolis - SC",Servidão Anhatomirim,1, Ponta das Canas,florianopolis,900,Dia,,170,2,3,4,https://vivareal.com.br/imovel/casa-3-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-170m2-aluguel-RS900-id-2666962526/,Ar-condicionado; Cozinha; TV a cabo; Área de serviço
1459,2023-11-04 19:06:41.205728,Viva Real,2666819997,Apartamento com 3 Quartos para Venda/Aluguel 193m²,"Avenida Jornalista Rubens de Arruda Ramos, 1198 - Centro, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,1198, Centro,florianopolis,7600,Mês,1620,193,4,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-193m2-venda-RS1900000-id-2666819997/,Mobiliado; Churrasqueira; Elevador; Varanda; Playground; ...
1460,2023-11-04 19:06:41.207602,Viva Real,2667098365,"Ponto comercial/Loja/Box    para Aluguel, 230m²","Rodovia Armando Calil Bulos, 1000 - Ingleses Norte, Florianópolis - SC",Rodovia Armando Calil Bulos,1000, Ingleses Norte,florianopolis,8000,Mês,,230,2,,3,https://vivareal.com.br/imovel/ponto-comercial-ingleses-norte-bairros-florianopolis-com-garagem-230m2-aluguel-RS8000-id-2667098365/,Estacionamento; Ambientes integrados; Copa
1461,2023-11-04 19:06:41.209408,Viva Real,2666860232,"Sala/Conjunto    para Aluguel, 38m²","Rodovia Doutor Antônio Luiz Moura Gonzaga, 3339 - Rio Tavares, Florianópolis - SC",Rodovia Doutor Antônio Luiz Moura Gonzaga,3339, Rio Tavares,florianopolis,3000,Mês,,38,1,,,https://vivareal.com.br/imovel/sala-comercial-rio-tavares-bairros-florianopolis-38m2-aluguel-RS3000-id-2666860232/,
1462,2023-11-04 19:06:41.211177,Viva Real,2665088793,"Apartamento com 2 Quartos para Aluguel, 48m²","Rua Germano Wendhausen - Centro, Florianópolis - SC",Rua Germano Wendhausen ,, Centro,florianopolis,2400,Mês,280,48,1,2,,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-48m2-aluguel-RS2400-id-2665088793/,Cozinha; Interfone
1463,2023-11-04 19:06:41.212883,Viva Real,2650961456,"Imóvel comercial    para Aluguel, 53m²","Avenida Professor Othon Gama D'Eça - Centro, Florianópolis - SC",Avenida Professor Othon Gama D'Eça ,, Centro,florianopolis,2500,Mês,676,53,1,,1,https://vivareal.com.br/imovel/imovel-comercial-centro-bairros-florianopolis-com-garagem-53m2-aluguel-RS2500-id-2650961456/,Elevador
1464,2023-11-04 19:06:41.214574,Viva Real,2653087538,"Apartamento com 3 Quartos para Aluguel, 118m²","Rua Lázaro de Oliveira Souza - Ingleses do Rio Vermelho, Florianópolis - SC",Rua Lázaro de Oliveira Souza ,, Ingleses do Rio Vermelho,florianopolis,6500,Mês,580,118,2,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-118m2-aluguel-RS6500-id-2653087538/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...
1465,2023-11-04 19:06:41.216983,Viva Real,2664442722,"Apartamento com  Quarto para Aluguel, 60m²","Agronômica, Florianópolis - SC",,,Agronômica,florianopolis,3200,Mês,,60,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-agronomica-bairros-florianopolis-60m2-aluguel-RS3200-id-2664442722/,Elevador; Mobiliado
1466,2023-11-04 19:06:41.218893,Viva Real,2666600641,"Ponto comercial/Loja/Box    para Aluguel, 164m²","Itacorubi, Florianópolis - SC",,,Itacorubi,florianopolis,699731,Mês,,164,2,,,https://vivareal.com.br/imovel/ponto-comercial-itacorubi-bairros-florianopolis-164m2-aluguel-RS699731-id-2666600641/,
1467,2023-11-04 19:06:41.359481,Viva Real,2655197102,"Sala/Conjunto    para Aluguel, 30m²","Rua Almirante Alvim, 607 - Centro, Florianópolis - SC",Rua Almirante Alvim,607, Centro,florianopolis,2500,Mês,,30,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS2500-id-2655197102/,
1468,2023-11-04 19:06:41.361818,Viva Real,2633457261,Apartamento com  Quarto para Venda/Aluguel 45m²,"Centro, Florianópolis - SC",,,Centro,florianopolis,5500,Mês,500,45,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-45m2-venda-RS1200000-id-2633457261/,
1469,2023-11-04 19:06:41.363743,Viva Real,2585203248,"Ponto comercial/Loja/Box    para Aluguel, 39m²","Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,8341,Mês,,39,,,,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-39m2-aluguel-RS8341-id-2585203248/,Elevador
1470,2023-11-04 19:06:41.365556,Viva Real,2644818358,"Sala/Conjunto    para Aluguel, 25m²","Capoeiras, Florianópolis - SC",,,Capoeiras,florianopolis,1690,Mês,,25,1,,1,https://vivareal.com.br/imovel/sala-comercial-capoeiras-bairros-florianopolis-com-garagem-25m2-aluguel-RS1690-id-2644818358/,
1471,2023-11-04 19:06:41.367415,Viva Real,2661562161,"Casa com 3 Quartos para Aluguel, 144m²","Rua de Pádua, 2 - Santo Antônio de Lisboa, Florianópolis - SC",Rua de Pádua,2, Santo Antônio de Lisboa,florianopolis,9500,Mês,,144,3,3,1,https://vivareal.com.br/imovel/casa-3-quartos-santo-antonio-de-lisboa-bairros-florianopolis-com-garagem-144m2-aluguel-RS9500-id-2661562161/,Interfone; Sala de jantar; Área de serviço
1472,2023-11-04 19:06:41.369192,Viva Real,2665052515,"Imóvel comercial    para Aluguel, 340m²","Centro, Florianópolis - SC",,,Centro,florianopolis,12000,Mês,100,340,5,,4,https://vivareal.com.br/imovel/imovel-comercial-centro-bairros-florianopolis-com-garagem-340m2-aluguel-RS12000-id-2665052515/,
1473,2023-11-04 19:06:41.370980,Viva Real,2663447053,"Ponto comercial/Loja/Box    para Aluguel, 50m²","Rodovia Amaro Antônio Vieira, 2971 - Itacorubi, Florianópolis - SC",Rodovia Amaro Antônio Vieira,2971, Itacorubi,florianopolis,6000,Mês,,50,,,,https://vivareal.com.br/imovel/ponto-comercial-itacorubi-bairros-florianopolis-50m2-aluguel-RS6000-id-2663447053/,
1474,2023-11-04 19:06:41.372946,Viva Real,2505314921,Prédio/Edificio inteiro    para Venda/Aluguel 764m²,"Rodovia João Paulo, 2310 - Joao Paulo, Florianópolis - SC",Rodovia João Paulo,2310, Joao Paulo,florianopolis,42000,Mês,,764,,,8,https://vivareal.com.br/imovel/predio-comercial-joao-paulo-bairros-florianopolis-com-garagem-764m2-venda-RS5945000-id-2505314921/,Ar-condicionado; Condomínio fechado; Elevador; Interfone; TV a cabo
1475,2023-11-04 19:06:41.374965,Viva Real,2666402296,"Apartamento com  Quarto para Aluguel, 30m²","Rua Antônio José Thomaz da Costa - Campeche, Florianópolis - SC",Rua Antônio José Thomaz da Costa ,, Campeche,florianopolis,3700,Mês,700,30,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-30m2-aluguel-RS3700-id-2666402296/,Piscina; Churrasqueira; Elevador; Aceita animais; Espaço gourmet; ...
1476,2023-11-04 19:06:41.376832,Viva Real,2655225654,"Apartamento com  Quarto para Aluguel, 40m²","Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,450,Dia,,40,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-40m2-aluguel-RS450-id-2655225654/,Mobiliado
1477,2023-11-04 19:06:41.378727,Viva Real,2596366024,"Apartamento com 2 Quartos para Aluguel, 60m²","Estrada Vereador Onildo Lemos - Santinho, Florianópolis - SC",Estrada Vereador Onildo Lemos ,, Santinho,florianopolis,6500,Mês,1100,60,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-santinho-bairros-florianopolis-com-garagem-60m2-aluguel-RS6500-id-2596366024/,Piscina; Mobiliado; Churrasqueira; Academia; Aceita animais; ...
1478,2023-11-04 19:06:41.380450,Viva Real,2616018035,"Apartamento com  Quarto para Aluguel, 50m²","Rua das Camélias, 72 - Carvoeira, Florianópolis - SC",Rua das Camélias,72, Carvoeira,florianopolis,5200,Mês,564,50,2,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-50m2-aluguel-RS5200-id-2616018035/,Ar-condicionado; Academia; Mobiliado; Garagem
1479,2023-11-04 19:06:41.382310,Viva Real,2648251560,"Lote/Terreno    para Aluguel, 450m²","Estreito, Florianópolis - SC",,,Estreito,florianopolis,10000,Mês,,450,,,1,https://vivareal.com.br/imovel/lote-terreno-estreito-bairros-florianopolis-com-garagem-450m2-aluguel-RS10000-id-2648251560/,
1480,2023-11-04 19:06:41.384165,Viva Real,2659548675,"Sala/Conjunto    para Aluguel, 1211m²","Rua Doutor Heitor Blum, 386 - Estreito, Florianópolis - SC",Rua Doutor Heitor Blum,386, Estreito,florianopolis,25000,Mês,,1211,1,,,https://vivareal.com.br/imovel/sala-comercial-estreito-bairros-florianopolis-1211m2-aluguel-RS25000-id-2659548675/,
1481,2023-11-04 19:06:41.385854,Viva Real,2635941114,"Sala/Conjunto    para Aluguel, 83m²","Centro, Florianópolis - SC",,,Centro,florianopolis,3710,Mês,,83,1,,2,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-83m2-aluguel-RS3710-id-2635941114/,Recepção
1482,2023-11-04 19:06:41.387557,Viva Real,2646731825,"Casa de condomínio com 4 Quartos para Aluguel, 320m²","Rua do Gramal, 1491 - Campeche, Florianópolis - SC",Rua do Gramal,1491, Campeche,florianopolis,16000,Mês,590,320,5,4,3,https://vivareal.com.br/imovel/casa-de-condominio-4-quartos-campeche-bairros-florianopolis-com-garagem-320m2-aluguel-RS16000-id-2646731825/,Mobiliado; Armário na cozinha; Ar-condicionado; Varanda
1483,2023-11-04 19:06:41.389312,Viva Real,2585815697,"Prédio/Edificio inteiro    para Aluguel, 3419m²","Rua Lauro Linhares, 1374 - Trindade, Florianópolis - SC",Rua Lauro Linhares,1374, Trindade,florianopolis,117000,Mês,,3419,,,,https://vivareal.com.br/imovel/predio-comercial-trindade-bairros-florianopolis-3419m2-aluguel-RS117000-id-2585815697/,
1484,2023-11-04 19:06:41.390817,Viva Real,2593002301,"Sala/Conjunto    para Aluguel, 156m²","Rodovia José Carlos Daux, 500 - Joao Paulo, Florianópolis - SC",Rodovia José Carlos Daux,500, Joao Paulo,florianopolis,9404,Mês,,156,1,,2,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-156m2-aluguel-RS9404-id-2593002301/,Área de serviço; Próximo a shopping; Estacionamento para visitantes; Conexão à internet; Isolamento acústico; ...
1485,2023-11-04 19:06:41.392683,Viva Real,2658717956,"Apartamento com 2 Quartos para Aluguel, 106m²","Avenida Jornalista Rubens de Arruda Ramos, 2784 - Centro, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,2784, Centro,florianopolis,2950,Mês,1440,106,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-106m2-aluguel-RS2950-id-2658717956/,Garagem; Condomínio fechado
1486,2023-11-04 19:06:41.394523,Viva Real,2647524159,"Apartamento com  Quarto para Aluguel, 40m²","Agronômica, Florianópolis - SC",,,Agronômica,florianopolis,4500,Mês,500,40,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-agronomica-bairros-florianopolis-com-garagem-40m2-aluguel-RS4500-id-2647524159/,Mais de um andar; Mobiliado; Armário na cozinha; Garagem
1487,2023-11-04 19:06:41.396376,Viva Real,2654687507,"Casa com 5 Quartos para Aluguel, 720m²","Rua Almirante Barroso - Joao Paulo, Florianópolis - SC",Rua Almirante Barroso ,, Joao Paulo,florianopolis,15000,Mês,,720,7,5,8,https://vivareal.com.br/imovel/casa-5-quartos-joao-paulo-bairros-florianopolis-com-garagem-720m2-aluguel-RS15000-id-2654687507/,Ar-condicionado; Garagem; Varanda gourmet; Aceita animais
1488,2023-11-04 19:06:41.398543,Viva Real,2600613882,"Sala/Conjunto    para Aluguel, 44m²","Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,1700,Mês,,44,1,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-do-rio-vermelho-bairros-florianopolis-44m2-aluguel-RS1700-id-2600613882/,Interfone
1489,2023-11-04 19:06:41.400573,Viva Real,2647929882,"Apartamento com 2 Quartos para Aluguel, 70m²","Rio Tavares, Florianópolis - SC",,,Rio Tavares,florianopolis,3400,Mês,,70,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-70m2-aluguel-RS3400-id-2647929882/,Piscina; Mobiliado; Elevador; Ar-condicionado; Salão de festas; ...
1490,2023-11-04 19:06:41.402382,Viva Real,2534387301,"Sala/Conjunto    para Aluguel, 87m²","Rua Deodoro, 226 - Centro, Florianópolis - SC",Rua Deodoro,226, Centro,florianopolis,1900,Mês,,87,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-87m2-aluguel-RS1900-id-2534387301/,Elevador; Copa
1491,2023-11-04 19:06:41.404199,Viva Real,2562570657,"Casa com 4 Quartos para Aluguel, 200m²","Rua Maurílio Lopes da Silva - Praia Brava, Florianópolis - SC",Rua Maurílio Lopes da Silva ,, Praia Brava,florianopolis,2100,Dia,,200,1,4,1,https://vivareal.com.br/imovel/casa-4-quartos-praia-brava-bairros-florianopolis-com-garagem-200m2-aluguel-RS2100-id-2562570657/,Ar-condicionado; Armário na cozinha; Garagem; Piscina; Quintal
1492,2023-11-04 19:06:41.406176,Viva Real,2665344693,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Juvêncio Costa, 175 - Trindade, Florianópolis - SC",Rua Juvêncio Costa,175, Trindade,florianopolis,3500,Mês,,65,3,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-65m2-aluguel-RS3500-id-2665344693/,Churrasqueira; Elevador; Academia; Interfone; Área de serviço
1493,2023-11-04 19:06:41.407959,Viva Real,2621434803,"Apartamento com  Quarto para Aluguel, 20m²","Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,1790,Mês,100,20,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-20m2-aluguel-RS1790-id-2621434803/,Interfone; Armário embutido; Sala de jantar
1494,2023-11-04 19:06:41.409707,Viva Real,2661654160,"Imóvel comercial    para Aluguel, 1174m²","Rua Victor Meirelles - Centro, Florianópolis - SC",Rua Victor Meirelles ,, Centro,florianopolis,40000,Mês,,1174,,,,https://vivareal.com.br/imovel/centro-bairros-florianopolis-1174m2-aluguel-RS40000-id-2661654160/,Cozinha
1495,2023-11-04 19:06:41.411284,Viva Real,2659149500,"Sala/Conjunto    para Aluguel, 484m²","Saco Grande, Florianópolis - SC",,,Saco Grande,florianopolis,33884,Mês,,484,2,,9,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-484m2-aluguel-RS33884-id-2659149500/,
