,data,fonte,id,descricao,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities
0,2023-11-04 19:06:32.581990,Viva Real,2653994953,"Apartamento com 3 Quartos para Aluguel, 196m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,13800,Mês,1267,196,3,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-campeche-bairros-florianopolis-com-garagem-196m2-aluguel-RS13800-id-2653994953/,Piscina; Mobiliado; Churrasqueira; Varanda; Garagem; ...
1,2023-11-04 19:06:32.584034,Viva Real,2534387090,"Ponto comercial/Loja/Box    para Aluguel, 15m²","Rua Tenente Silveira, 111 - Centro, Florianópolis - SC",Rua Tenente Silveira,111, Centro,florianopolis,720,Mês,,15,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-15m2-aluguel-RS720-id-2534387090/,Elevador
2,2023-11-04 19:06:32.586062,Viva Real,2650543630,"Sala/Conjunto    para Aluguel, 110m²","Vargem do Bom Jesus, Florianópolis - SC",,,Vargem do Bom Jesus,florianopolis,11000,Mês,,110,4,,4,https://vivareal.com.br/imovel/sala-comercial-vargem-do-bom-jesus-bairros-florianopolis-com-garagem-110m2-aluguel-RS11000-id-2650543630/,
3,2023-11-04 19:06:32.587786,Viva Real,2443355410,"Apartamento com 2 Quartos para Aluguel, 90m²","Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,680,Dia,,90,3,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-90m2-aluguel-RS680-id-2443355410/,Piscina; Mobiliado; Condomínio fechado; Garagem; Ar-condicionado; ...
4,2023-11-04 19:06:32.589459,Viva Real,2649102856,"Galpão/Depósito/Armazém    para Aluguel, 293m²","Rodovia Virgílio Várzea, 187 - Saco Grande, Florianópolis - SC",Rodovia Virgílio Várzea,187, Saco Grande,florianopolis,19998,Mês,,293,2,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-saco-grande-bairros-florianopolis-293m2-aluguel-RS19998-id-2649102856/,
5,2023-11-04 19:06:32.591320,Viva Real,2653010541,"Apartamento com 3 Quartos para Aluguel, 87m²","Rua Orlando Odilio Koerich, 307 - Jardim Atlântico, Florianópolis - SC",Rua Orlando Odilio Koerich,307, Jardim Atlântico,florianopolis,3900,Mês,1201,87,5,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-87m2-aluguel-RS3900-id-2653010541/,Piscina; Academia; Espaço gourmet; Garagem; Playground; ...
6,2023-11-04 19:06:32.593237,Viva Real,2655368968,"Sala/Conjunto    para Aluguel, 47m²","Rua Manoel Severino de Oliveira, 371 - Lagoa da Conceição, Florianópolis - SC",Rua Manoel Severino de Oliveira,371, Lagoa da Conceição,florianopolis,3000,Mês,,47,,,,https://vivareal.com.br/imovel/sala-comercial-lagoa-da-conceicao-bairros-florianopolis-47m2-aluguel-RS3000-id-2655368968/,
7,2023-11-04 19:06:32.594937,Viva Real,2662655577,"Prédio/Edificio inteiro    para Aluguel, 5000m²","Rua Iracema Nunes da Silva, 60 - Trindade, Florianópolis - SC",Rua Iracema Nunes da Silva,60, Trindade,florianopolis,240000,Mês,,5000,1,,1,https://vivareal.com.br/imovel/predio-comercial-trindade-bairros-florianopolis-com-garagem-5000m2-aluguel-RS240000-id-2662655577/,Elevador; Jardim
8,2023-11-04 19:06:32.596690,Viva Real,2639390249,"Apartamento com 2 Quartos para Aluguel, 152m²","Avenida Governador Irineu Bornhausen, 3440 - Agronômica, Florianópolis - SC",Avenida Governador Irineu Bornhausen,3440, Agronômica,florianopolis,8500,Mês,1300,152,3,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-152m2-aluguel-RS8500-id-2639390249/,Churrasqueira; Elevador; Interfone; Mobiliado; Área de serviço
9,2023-11-04 19:06:32.598403,Viva Real,2651720750,"Casa com 2 Quartos para Aluguel, 115m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,4500,Mês,,115,2,2,1,https://vivareal.com.br/imovel/casa-2-quartos-campeche-bairros-florianopolis-com-garagem-115m2-aluguel-RS4500-id-2651720750/,Varanda; Cozinha; Vista para o mar; Varanda gourmet
10,2023-11-04 19:06:32.600111,Viva Real,2648213019,"Casa    para Aluguel, 260m²","Avenida Atlântica, 214 - Jardim Atlântico, Florianópolis - SC",Avenida Atlântica,214, Jardim Atlântico,florianopolis,12000,Mês,560,260,1,,5,https://vivareal.com.br/imovel/imovel-comercial-jardim-atlantico-bairros-florianopolis-com-garagem-260m2-aluguel-RS12000-id-2648213019/,
11,2023-11-04 19:06:32.601641,Viva Real,2597576687,"Sala/Conjunto    para Aluguel, 34m²","Centro, Florianópolis - SC",,,Centro,florianopolis,2700,Mês,,34,1,,1,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-34m2-aluguel-RS2700-id-2597576687/,Garagem; Circuito de segurança
12,2023-11-04 19:06:32.603629,Viva Real,2600678748,"Apartamento com 2 Quartos para Aluguel, 11m²","Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,600,Dia,,11,2,2,,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-11m2-aluguel-RS600-id-2600678748/,Churrasqueira; Elevador; Lavanderia; Ar-condicionado; Mobiliado
13,2023-11-04 19:06:32.605579,Viva Real,2632162510,"Loft com  Quarto para Aluguel, 18m²","Trindade, Florianópolis - SC",,,Trindade,florianopolis,950,Mês,,18,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-18m2-aluguel-RS950-id-2632162510/,
14,2023-11-04 19:06:32.607536,Viva Real,2650203757,"Apartamento com  Quarto para Aluguel, 29m²","Rua Augusto Lídio Pires, 60 - Trindade, Florianópolis - SC",Rua Augusto Lídio Pires,60, Trindade,florianopolis,2690,Mês,,29,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-29m2-aluguel-RS2690-id-2650203757/,Mobiliado
15,2023-11-04 19:06:32.609404,Viva Real,2616032814,"Apartamento com 2 Quartos para Aluguel, 78m²","Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,400,Dia,,78,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-78m2-aluguel-RS400-id-2616032814/,Piscina; Mobiliado; Elevador; Condomínio fechado; Garagem; ...
16,2023-11-04 19:06:32.611368,Viva Real,2661562162,"Casa com 3 Quartos para Aluguel, 107m²","Rua de Pádua, 273 - Santo Antônio de Lisboa, Florianópolis - SC",Rua de Pádua,273, Santo Antônio de Lisboa,florianopolis,8500,Mês,,107,2,3,1,https://vivareal.com.br/imovel/casa-3-quartos-santo-antonio-de-lisboa-bairros-florianopolis-com-garagem-107m2-aluguel-RS8500-id-2661562162/,Interfone; Sala de jantar; Área de serviço
17,2023-11-04 19:06:32.613024,Viva Real,2619242825,"Ponto comercial/Loja/Box    para Aluguel, 72m²","Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC",Avenida Prefeito Osmar Cunha ,, Centro,florianopolis,2200,Mês,,72,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-72m2-aluguel-RS2200-id-2619242825/,Elevador; Aceita animais
18,2023-11-04 19:06:32.614702,Viva Real,2662723588,"Imóvel comercial    para Aluguel, 577m²","Rua Almirante Lamego, 840 - Centro, Florianópolis - SC",Rua Almirante Lamego,840, Centro,florianopolis,17900,Mês,,577,4,,,https://vivareal.com.br/imovel/imovel-comercial-centro-bairros-florianopolis-577m2-aluguel-RS17900-id-2662723588/,
19,2023-11-04 19:06:32.616669,Viva Real,2643079693,"Apartamento com  Quarto para Aluguel, 40m²","Rodovia Baldicero Filomeno, 3473 - Ribeirão da Ilha, Florianópolis - SC",Rodovia Baldicero Filomeno,3473, Ribeirão da Ilha,florianopolis,2500,Mês,500,40,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-ribeirao-da-ilha-bairros-florianopolis-40m2-aluguel-RS2500-id-2643079693/,Área de serviço; Aceita animais
20,2023-11-04 19:06:32.618544,Viva Real,2653016898,"Apartamento com 3 Quartos para Aluguel, 87m²","Rua Orlando Odilio Koerich, 307 - Jardim Atlântico, Florianópolis - SC",Rua Orlando Odilio Koerich,307, Jardim Atlântico,florianopolis,3900,Mês,1149,87,3,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-87m2-aluguel-RS3900-id-2653016898/,Piscina; Academia; Espaço gourmet; Garagem; Playground; ...
21,2023-11-04 19:06:32.620159,Viva Real,2646667128,"Ponto comercial/Loja/Box    para Aluguel, 173m²","Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,3550,Mês,,173,2,,2,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-com-garagem-173m2-aluguel-RS3550-id-2646667128/,Aceita animais
22,2023-11-04 19:06:32.621938,Viva Real,2651221765,"Ponto comercial/Loja/Box    para Aluguel, 211m²","Rodovia José Carlos Daux, 5025 - Saco Grande, Florianópolis - SC",Rodovia José Carlos Daux,5025, Saco Grande,florianopolis,9500,Mês,,211,2,,3,https://vivareal.com.br/imovel/ponto-comercial-saco-grande-bairros-florianopolis-com-garagem-211m2-aluguel-RS9500-id-2651221765/,
23,2023-11-04 19:06:32.623863,Viva Real,2649256884,"Sala/Conjunto    para Aluguel, 24m²","Estreito, Florianópolis - SC",,,Estreito,florianopolis,1705,Mês,,24,,,1,https://vivareal.com.br/imovel/sala-comercial-estreito-bairros-florianopolis-com-garagem-24m2-aluguel-RS1705-id-2649256884/,
24,2023-11-04 19:06:32.625580,Viva Real,2651716192,"Prédio/Edificio inteiro    para Aluguel, 825m²","Rua Deodoro, 1 - Centro, Florianópolis - SC",Rua Deodoro,1, Centro,florianopolis,12999,Mês,,825,6,,,https://vivareal.com.br/imovel/predio-comercial-centro-bairros-florianopolis-825m2-aluguel-RS12999-id-2651716192/,
25,2023-11-04 19:06:32.627514,Viva Real,2661653465,"Sala/Conjunto    para Aluguel, 233m²","Avenida Mauro Ramos - Centro, Florianópolis - SC",Avenida Mauro Ramos ,, Centro,florianopolis,12000,Mês,,233,3,,3,https://vivareal.com.br/imovel/centro-bairros-florianopolis-com-garagem-233m2-aluguel-RS12000-id-2661653465/,Garagem; Cozinha
26,2023-11-04 19:06:32.629206,Viva Real,2666237607,"Sala/Conjunto    para Aluguel, 322m²","Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,21000,Mês,,322,1,,8,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-322m2-aluguel-RS21000-id-2666237607/,Escritório; Garagem
27,2023-11-04 19:06:32.630848,Viva Real,2655964757,"Casa com 4 Quartos para Aluguel, 450m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,2000,Dia,,450,5,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-450m2-aluguel-RS2000-id-2655964757/,
28,2023-11-04 19:06:32.632443,Viva Real,2659557254,"Casa com 4 Quartos para Aluguel, 250m²","Rodovia Doutor Antônio Luiz Moura Gonzaga, 2641 - Rio Tavares, Florianópolis - SC",Rodovia Doutor Antônio Luiz Moura Gonzaga,2641, Rio Tavares,florianopolis,9000,Mês,,250,3,4,7,https://vivareal.com.br/imovel/casa-4-quartos-rio-tavares-bairros-florianopolis-com-garagem-250m2-aluguel-RS9000-id-2659557254/,Mobiliado; Churrasqueira; Quintal; Aceita animais; Ar-condicionado; ...
29,2023-11-04 19:06:32.634129,Viva Real,2626313701,"Lote/Terreno    para Aluguel, 500m²","Rua São João Batista, 37 - Agronômica, Florianópolis - SC",Rua São João Batista,37, Agronômica,florianopolis,4800,Mês,,500,1,,,https://vivareal.com.br/imovel/lote-terreno-agronomica-bairros-florianopolis-500m2-aluguel-RS4800-id-2626313701/,
30,2023-11-04 19:06:32.635653,Viva Real,2665052816,"Galpão/Depósito/Armazém    para Aluguel, 833m²","Estreito, Florianópolis - SC",,,Estreito,florianopolis,14000,Mês,,833,4,,1,https://vivareal.com.br/imovel/galpao-deposito-armazem-estreito-bairros-florianopolis-com-garagem-833m2-aluguel-RS14000-id-2665052816/,
31,2023-11-04 19:06:32.637278,Viva Real,2655364624,"Sala/Conjunto    para Aluguel, 47m²","Rua Manoel Severino de Oliveira, 371 - Lagoa da Conceição, Florianópolis - SC",Rua Manoel Severino de Oliveira,371, Lagoa da Conceição,florianopolis,3000,Mês,,47,,,,https://vivareal.com.br/imovel/sala-comercial-lagoa-da-conceicao-bairros-florianopolis-47m2-aluguel-RS3000-id-2655364624/,
32,2023-11-04 19:06:32.638959,Viva Real,2652934974,Cobertura com 2 Quartos para Venda/Aluguel 134m²,"Rua da Capela, 179 - Campeche, Florianópolis - SC",Rua da Capela,179, Campeche,florianopolis,7000,Mês,550,134,4,2,2,https://vivareal.com.br/imovel/cobertura-2-quartos-campeche-bairros-florianopolis-com-garagem-134m2-venda-RS1700000-id-2652934974/,Mobiliado; Varanda; Academia; Garagem; Ar-condicionado; ...
33,2023-11-04 19:06:32.640627,Viva Real,2655971064,"Casa com 5 Quartos para Aluguel, 450m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,2000,Dia,,450,4,5,2,https://vivareal.com.br/imovel/casa-5-quartos-jurere-internacional-bairros-florianopolis-com-garagem-450m2-aluguel-RS2000-id-2655971064/,
34,2023-11-04 19:06:32.642266,Viva Real,2666236826,"Sala/Conjunto    para Aluguel, 20m²","Vargem do Bom Jesus, Florianópolis - SC",,,Vargem do Bom Jesus,florianopolis,2300,Mês,,20,1,,1,https://vivareal.com.br/imovel/sala-comercial-vargem-do-bom-jesus-bairros-florianopolis-com-garagem-20m2-aluguel-RS2300-id-2666236826/,Garagem
35,2023-11-04 19:06:32.823013,Viva Real,2540862358,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Madre Maria Vilac - Canasvieiras, Florianópolis - SC",Rua Madre Maria Vilac ,, Canasvieiras,florianopolis,3300,Mês,,80,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-80m2-aluguel-RS3300-id-2540862358/,Piscina; Mobiliado; Condomínio fechado; Ar-condicionado; Jardim; ...
36,2023-11-04 19:06:32.825276,Viva Real,2655634212,"Ponto comercial/Loja/Box    para Aluguel, 170m²","Rodovia José Carlos Daux, 8688 - Santo Antônio de Lisboa, Florianópolis - SC",Rodovia José Carlos Daux,8688, Santo Antônio de Lisboa,florianopolis,6600,Mês,,170,1,,,https://vivareal.com.br/imovel/ponto-comercial-santo-antonio-de-lisboa-bairros-florianopolis-170m2-aluguel-RS6600-id-2655634212/,Copa
37,2023-11-04 19:06:32.826935,Viva Real,2631229155,"Sala/Conjunto    para Aluguel, 70m²","Canto, Florianópolis - SC",,,Canto,florianopolis,6879,Mês,,70,1,,1,https://vivareal.com.br/imovel/sala-comercial-canto-bairros-florianopolis-com-garagem-70m2-aluguel-RS6879-id-2631229155/,Garagem
38,2023-11-04 19:06:32.828557,Viva Real,2647878458,"Casa de condomínio com 3 Quartos para Aluguel, 250m²","Rio Tavares, Florianópolis - SC",,,Rio Tavares,florianopolis,8000,Mês,320,250,3,3,2,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-rio-tavares-bairros-florianopolis-com-garagem-250m2-aluguel-RS8000-id-2647878458/,Churrasqueira; Piscina; Quintal
39,2023-11-04 19:06:32.830157,Viva Real,2660303876,"Apartamento com  Quarto para Aluguel, 30m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,2200,Mês,,30,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-30m2-aluguel-RS2200-id-2660303876/,Condomínio fechado
40,2023-11-04 19:06:32.831700,Viva Real,2654112197,"Apartamento com 3 Quartos para Aluguel, 152m²","Jurerê, Florianópolis - SC",,,Jurerê,florianopolis,8750,Mês,1000,152,3,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-bairros-florianopolis-com-garagem-152m2-aluguel-RS8750-id-2654112197/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...
41,2023-11-04 19:06:32.833343,Viva Real,2614628899,"Imóvel comercial    para Aluguel, 40m²","Lagoa da Conceição, Florianópolis - SC",,,Lagoa da Conceição,florianopolis,2600,Mês,,40,1,,,https://vivareal.com.br/imovel/imovel-comercial-lagoa-da-conceicao-bairros-florianopolis-40m2-aluguel-RS2600-id-2614628899/,
42,2023-11-04 19:06:32.835381,Viva Real,2522996895,"Ponto comercial/Loja/Box    para Aluguel, 306m²","Centro, Florianópolis - SC",,,Centro,florianopolis,5200,Mês,,306,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-306m2-aluguel-RS5200-id-2522996895/,Interfone
43,2023-11-04 19:06:32.837303,Viva Real,2514805573,"Casa com 4 Quartos para Aluguel, 350m²","Rua das Garoupas, 300 - Jurerê Internacional, Florianópolis - SC",Rua das Garoupas,300, Jurerê Internacional,florianopolis,5500,Dia,,350,5,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-350m2-aluguel-RS5500-id-2514805573/,Aceita animais; Piscina; Ar-condicionado; Mobiliado; Varanda gourmet
44,2023-11-04 19:06:32.838992,Viva Real,2657452167,"Casa com 5 Quartos para Aluguel, 260m²","Jurerê, Florianópolis - SC",,,Jurerê,florianopolis,6600,Dia,,260,6,5,4,https://vivareal.com.br/imovel/casa-5-quartos-jurere-bairros-florianopolis-com-garagem-260m2-aluguel-RS6600-id-2657452167/,
45,2023-11-04 19:06:32.840630,Viva Real,2648828897,"Apartamento com  Quarto para Aluguel, 30m²","Centro, Florianópolis - SC",,,Centro,florianopolis,1200,Mês,,30,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-30m2-aluguel-RS1200-id-2648828897/,
46,2023-11-04 19:06:32.842210,Viva Real,2665097665,"Casa com 3 Quartos para Aluguel, 130m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,4500,Mês,,130,3,3,,https://vivareal.com.br/imovel/casa-3-quartos-campeche-bairros-florianopolis-130m2-aluguel-RS4500-id-2665097665/,Varanda; Quintal
47,2023-11-04 19:06:32.843791,Viva Real,2664417426,"Sala/Conjunto    para Aluguel, 40m²","Ingleses Norte, Florianópolis - SC",,,Ingleses Norte,florianopolis,2600,Mês,,40,,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-norte-bairros-florianopolis-40m2-aluguel-RS2600-id-2664417426/,
48,2023-11-04 19:06:32.845850,Viva Real,2658364558,"Apartamento com 2 Quartos para Aluguel, 60m²","Rodovia Jornalista Maurício Sirotsky Sobrinho, 001 - Jurerê, Florianópolis - SC",Rodovia Jornalista Maurício Sirotsky Sobrinho,1, Jurerê,florianopolis,2500,Mês,442,60,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-bairros-florianopolis-com-garagem-60m2-aluguel-RS2500-id-2658364558/,
49,2023-11-04 19:06:32.847570,Viva Real,2643938223,"Imóvel comercial    para Aluguel, 64m²","Santa Mônica, Florianópolis - SC",,,Santa Mônica,florianopolis,2600,Mês,,64,1,,1,https://vivareal.com.br/imovel/imovel-comercial-santa-monica-bairros-florianopolis-com-garagem-64m2-aluguel-RS2600-id-2643938223/,
50,2023-11-04 19:06:32.849695,Viva Real,2655311264,"Imóvel comercial com 6 Quartos para Aluguel, 660m²","Rua Almirante Barroso, 185 - Joao Paulo, Florianópolis - SC",Rua Almirante Barroso,185, Joao Paulo,florianopolis,15000,Mês,,660,7,6,5,https://vivareal.com.br/imovel/imovel-comercial-6-quartos-joao-paulo-bairros-florianopolis-com-garagem-660m2-aluguel-RS15000-id-2655311264/,Churrasqueira; Varanda; Quintal; Ar-condicionado; Escritório; ...
51,2023-11-04 19:06:32.851471,Viva Real,2617726076,"Sala/Conjunto    para Aluguel, 24m²","Trindade, Florianópolis - SC",,,Trindade,florianopolis,1500,Mês,,24,1,,1,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-24m2-aluguel-RS1500-id-2617726076/,
52,2023-11-04 19:06:32.853253,Viva Real,2616033037,"Apartamento com  Quarto para Aluguel, 46m²","Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,400,Dia,500,46,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-46m2-aluguel-RS400-id-2616033037/,Garagem; Condomínio fechado
53,2023-11-04 19:06:32.855111,Viva Real,2657111699,"Apartamento com  Quarto para Aluguel, 110m²","Rodovia Tertuliano Brito Xavier - Canasvieiras, Florianópolis - SC",Rodovia Tertuliano Brito Xavier ,, Canasvieiras,florianopolis,8910,Mês,2100,110,1,1,2,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-110m2-aluguel-RS8910-id-2657111699/,Piscina; Mobiliado; Aceita animais; Garagem; Ar-condicionado; ...
54,2023-11-04 19:06:32.856782,Viva Real,2651920252,"Apartamento com 2 Quartos para Aluguel, 72m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,3700,Mês,150,72,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-72m2-aluguel-RS3700-id-2651920252/,Mobiliado
55,2023-11-04 19:06:32.858495,Viva Real,2665051759,"Sala/Conjunto    para Aluguel, 220m²","Centro, Florianópolis - SC",,,Centro,florianopolis,5500,Mês,,220,4,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-220m2-aluguel-RS5500-id-2665051759/,Piscina; Churrasqueira; Elevador; Condomínio fechado; Jardim; ...
56,2023-11-04 19:06:32.860376,Viva Real,2664749207,"Sala/Conjunto    para Aluguel, 131m²","Santo Antônio de Lisboa, Florianópolis - SC",,,Santo Antônio de Lisboa,florianopolis,6831,Mês,,131,,,1,https://vivareal.com.br/imovel/sala-comercial-santo-antonio-de-lisboa-bairros-florianopolis-com-garagem-131m2-aluguel-RS6831-id-2664749207/,
57,2023-11-04 19:06:32.862085,Viva Real,2649010392,"Ponto comercial/Loja/Box    para Aluguel, 39m²","Servidão Abílio Silva, 270 - Trindade, Florianópolis - SC",Servidão Abílio Silva,270, Trindade,florianopolis,3200,Mês,,39,1,,,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-39m2-aluguel-RS3200-id-2649010392/,
58,2023-11-04 19:06:32.863699,Viva Real,2657449566,"Apartamento com 2 Quartos para Aluguel, 133m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,2500,Dia,600,133,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-internacional-bairros-florianopolis-com-garagem-133m2-aluguel-RS2500-id-2657449566/,Piscina; Mobiliado; Condomínio fechado; Varanda; Ar-condicionado; ...
59,2023-11-04 19:06:32.865336,Viva Real,2657449022,"Casa com 6 Quartos para Aluguel, 420m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,4000,Dia,,420,5,6,4,https://vivareal.com.br/imovel/casa-6-quartos-jurere-internacional-bairros-florianopolis-com-garagem-420m2-aluguel-RS4000-id-2657449022/,Piscina; Mobiliado; Churrasqueira; Ar-condicionado; Cozinha; ...
60,2023-11-04 19:06:32.867029,Viva Real,2643636657,"Imóvel comercial    para Aluguel, 55m²","Centro, Florianópolis - SC",,,Centro,florianopolis,4000,Mês,636,55,2,,,https://vivareal.com.br/imovel/imovel-comercial-centro-bairros-florianopolis-55m2-aluguel-RS4000-id-2643636657/,
61,2023-11-04 19:06:32.868859,Viva Real,2587994101,"Sala/Conjunto    para Aluguel, 100m²","Avenida Vereador Nagib Jabor, 74 - Capoeiras, Florianópolis - SC",Avenida Vereador Nagib Jabor,74, Capoeiras,florianopolis,3500,Mês,,100,,,,https://vivareal.com.br/imovel/sala-comercial-capoeiras-bairros-florianopolis-100m2-aluguel-RS3500-id-2587994101/,
62,2023-11-04 19:06:32.870907,Viva Real,2654318728,"Cobertura com 2 Quartos para Aluguel, 128m²","Lagoa da Conceição, Florianópolis - SC",,,Lagoa da Conceição,florianopolis,4200,Mês,580,128,2,2,1,https://vivareal.com.br/imovel/cobertura-2-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-128m2-aluguel-RS4200-id-2654318728/,Churrasqueira; Varanda; Área de serviço
63,2023-11-04 19:06:32.872992,Viva Real,2644124197,"Apartamento com  Quarto para Aluguel, 28m²","Rua Fernando Ferreira de Mello, 334 - Bom Abrigo, Florianópolis - SC",Rua Fernando Ferreira de Mello,334, Bom Abrigo,florianopolis,1480,Mês,422,28,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-bom-abrigo-bairros-florianopolis-28m2-aluguel-RS1480-id-2644124197/,Área de serviço
64,2023-11-04 19:06:32.877618,Viva Real,2615989349,"Apartamento com 2 Quartos para Aluguel, 85m²","Rodovia João Paulo, 435 - Joao Paulo, Florianópolis - SC",Rodovia João Paulo,435, Joao Paulo,florianopolis,7500,Mês,546,85,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-85m2-aluguel-RS7500-id-2615989349/,Mobiliado; Churrasqueira; Academia; Espaço gourmet; Ar-condicionado; ...
65,2023-11-04 19:06:32.880970,Viva Real,2646469364,"Casa com  Quarto para Aluguel, 63m²","Lagoa da Conceição, Florianópolis - SC",,,Lagoa da Conceição,florianopolis,3500,Mês,,63,1,1,2,https://vivareal.com.br/imovel/casa-1-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-63m2-aluguel-RS3500-id-2646469364/,Vista exterior; Cozinha; Quintal
66,2023-11-04 19:06:32.886897,Viva Real,2653815921,"Apartamento com  Quarto para Aluguel, 19m²","Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,1750,Mês,50,19,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-19m2-aluguel-RS1750-id-2653815921/,Interfone; Armário embutido; Ar-condicionado; Jardim
67,2023-11-04 19:06:32.889867,Viva Real,2649328869,"Kitnet/Conjugado com  Quarto para Aluguel, 36m²","Centro, Florianópolis - SC",,,Centro,florianopolis,1250,Mês,,36,1,1,,https://vivareal.com.br/imovel/kitnet-1-quartos-centro-bairros-florianopolis-36m2-aluguel-RS1250-id-2649328869/,Elevador; Interfone
68,2023-11-04 19:06:32.892152,Viva Real,2657452462,"Casa com 5 Quartos para Aluguel, 400m²","Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,8000,Dia,,400,6,5,2,https://vivareal.com.br/imovel/casa-5-quartos-jurere-internacional-bairros-florianopolis-com-garagem-400m2-aluguel-RS8000-id-2657452462/,Churrasqueira; Mobiliado; Cozinha; Piscina
69,2023-11-04 19:06:32.894047,Viva Real,2643761391,"Apartamento com  Quarto para Aluguel, 37m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,4100,Mês,500,37,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-com-garagem-37m2-aluguel-RS4100-id-2643761391/,
