data,fonte,id,descricao,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities
2023-11-07 15:33:39.121774,Vivareal,2660294130,"Apartamento com 3 Quartos para Aluguel, 88m²","Rua Desembargador Gil Costa, 310 - Capoeiras, Florianópolis - SC",Rua Desembargador Gil Costa,310.0, Capoeiras,florianopolis,1900,Mês,529.0,88.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-88m2-aluguel-RS1900-id-2660294130/,Área de serviço
2023-11-07 15:33:39.123480,Vivareal,2665127408,"Sala/Conjunto    para Aluguel, 42m²","Rua Vidal Ramos, 53 - Centro, Florianópolis - SC",Rua Vidal Ramos,53.0, Centro,florianopolis,1100,Mês,,42.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-42m2-aluguel-RS1100-id-2665127408/,
2023-11-07 15:33:39.125097,Vivareal,2666598223,"Ponto comercial/Loja/Box    para Aluguel, 30m²","Centro, Florianópolis - SC",,,Centro,florianopolis,2200,Mês,,30.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-30m2-aluguel-RS2200-id-2666598223/,
2023-11-07 15:33:39.126531,Vivareal,2644853558,"Apartamento com 2 Quartos para Aluguel, 72m²","Avenida Buriti, 620 - Itacorubi, Florianópolis - SC",Avenida Buriti,620.0, Itacorubi,florianopolis,3800,Mês,533.0,72.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS3800-id-2644853558/,Churrasqueira; Elevador; Varanda; Academia; Espaço gourmet; ...
2023-11-07 15:33:39.128027,Vivareal,2627617160,"Sala/Conjunto    para Aluguel, 90m²","Rua Lauro Linhares, 728 - Trindade, Florianópolis - SC",Rua Lauro Linhares,728.0, Trindade,florianopolis,2600,Mês,,90.0,1.0,,2.0,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-90m2-aluguel-RS2600-id-2627617160/,
2023-11-07 15:33:39.129261,Vivareal,2664804925,"Cobertura com 2 Quartos para Aluguel, 115m²","Rua Paul Percival Harris - Estreito, Florianópolis - SC",Rua Paul Percival Harris ,, Estreito,florianopolis,3500,Mês,680.0,115.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/cobertura-2-quartos-estreito-bairros-florianopolis-com-garagem-115m2-aluguel-RS3500-id-2664804925/,Churrasqueira; Aceita animais; Garagem; Ar-condicionado; Varanda gourmet; ...
2023-11-07 15:33:39.130491,Vivareal,2658953118,"Sala/Conjunto    para Aluguel, 210m²","Saco Grande, Florianópolis - SC",,,Saco Grande,florianopolis,14731,Mês,,210.0,2.0,,4.0,https://vivareal.com.br/imovel/sala-comercial-saco-grande-bairros-florianopolis-com-garagem-210m2-aluguel-RS14731-id-2658953118/,
2023-11-07 15:33:39.131695,Vivareal,2658658081,"Apartamento com 4 Quartos para Aluguel, 143m²","Avenida Santa Catarina, 1556 - Balneário, Florianópolis - SC",Avenida Santa Catarina,1556.0, Balneário,florianopolis,4900,Mês,990.0,143.0,2.0,4.0,2.0,https://vivareal.com.br/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-143m2-aluguel-RS4900-id-2658658081/,Piscina; Mobiliado; Churrasqueira; Elevador; Aceita animais; ...
2023-11-07 15:33:39.132871,Vivareal,2665051781,"Sala/Conjunto    para Aluguel, 26m²","Centro, Florianópolis - SC",,,Centro,florianopolis,650,Mês,,26.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-26m2-aluguel-RS650-id-2665051781/,Piscina; Churrasqueira; Condomínio fechado; Jardim; Playground; ...
2023-11-07 15:33:39.134104,Vivareal,2665082018,"Ponto comercial/Loja/Box    para Aluguel, 97m²","Rua Araci Vaz Callado, 2091 - Coloninha, Florianópolis - SC",Rua Araci Vaz Callado,2091.0, Coloninha,florianopolis,2600,Mês,,97.0,,,1.0,https://vivareal.com.br/imovel/ponto-comercial-coloninha-bairros-florianopolis-com-garagem-97m2-aluguel-RS2600-id-2665082018/,
2023-11-07 15:33:39.135208,Vivareal,2665099607,"Apartamento com 3 Quartos para Aluguel, 72m²","Rua Doutor Abel Capela, 436 - Coqueiros, Florianópolis - SC",Rua Doutor Abel Capela,436.0, Coqueiros,florianopolis,2700,Mês,438.0,72.0,1.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-coqueiros-bairros-florianopolis-com-garagem-72m2-aluguel-RS2700-id-2665099607/,Interfone; Área de serviço
2023-11-07 15:33:39.136325,Vivareal,2658814953,"Prédio/Edificio inteiro    para Aluguel, 701m²","Carvoeira, Florianópolis - SC",,,Carvoeira,florianopolis,43000,Mês,,701.0,,,,https://vivareal.com.br/imovel/predio-comercial-carvoeira-bairros-florianopolis-701m2-aluguel-RS43000-id-2658814953/,
2023-11-07 15:33:39.137519,Vivareal,2663795227,Apartamento com 3 Quartos para Venda/Aluguel 93m²,"Rua Pastor William Richard Schisler Filho, 1128 - Itacorubi, Florianópolis - SC",Rua Pastor William Richard Schisler Filho,1128.0, Itacorubi,florianopolis,3700,Mês,850.0,93.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-93m2-venda-RS930000-id-2663795227/,Salão de festas; Garagem
2023-11-07 15:33:39.138732,Vivareal,2650444280,"Apartamento com 2 Quartos para Aluguel, 83m²","Rua Pastor William Richard Schisler Filho, 754 - Itacorubi, Florianópolis - SC",Rua Pastor William Richard Schisler Filho,754.0, Itacorubi,florianopolis,2950,Mês,650.0,83.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-83m2-aluguel-RS2950-id-2650444280/,Elevador; Varanda gourmet
2023-11-07 15:33:39.139887,Vivareal,2519809573,"Sala/Conjunto    para Aluguel, 30m²","Rua Anita Garibaldi, 79 - Centro, Florianópolis - SC",Rua Anita Garibaldi,79.0, Centro,florianopolis,590,Mês,,30.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS590-id-2519809573/,
2023-11-07 15:33:39.141052,Vivareal,2664750796,"Apartamento com  Quarto para Aluguel, 35m²","Vargem do Bom Jesus, Florianópolis - SC",,,Vargem do Bom Jesus,florianopolis,1600,Mês,,35.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-vargem-do-bom-jesus-bairros-florianopolis-com-garagem-35m2-aluguel-RS1600-id-2664750796/,
2023-11-07 15:33:39.142217,Vivareal,2666237699,"Ponto comercial/Loja/Box    para Aluguel, 50m²","Abraão, Florianópolis - SC",,,Abraão,florianopolis,5000,Mês,,50.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-abraao-bairros-florianopolis-50m2-aluguel-RS5000-id-2666237699/,
2023-11-07 15:33:39.143228,Vivareal,2665085515,"Sala/Conjunto    para Aluguel, 28m²","Avenida Santa Catarina - Balneário, Florianópolis - SC",Avenida Santa Catarina ,, Balneário,florianopolis,1400,Mês,,28.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-balneario-bairros-florianopolis-com-garagem-28m2-aluguel-RS1400-id-2665085515/,Garagem; Cozinha
2023-11-07 15:33:39.144410,Vivareal,2661654357,"Sala/Conjunto    para Aluguel, 30m²","Avenida Professor Othon Gama D'Eça - Centro, Florianópolis - SC",Avenida Professor Othon Gama D'Eça ,, Centro,florianopolis,1800,Mês,,30.0,1.0,,1.0,https://vivareal.com.br/imovel/centro-bairros-florianopolis-com-garagem-30m2-aluguel-RS1800-id-2661654357/,Garagem; Cozinha
2023-11-07 15:33:39.145588,Vivareal,2654258047,"Ponto comercial/Loja/Box    para Aluguel, 27m²","Rua Deputado Antônio Edu Vieira, 630 - Pantanal, Florianópolis - SC",Rua Deputado Antônio Edu Vieira,630.0, Pantanal,florianopolis,2700,Mês,,27.0,,,,https://vivareal.com.br/imovel/ponto-comercial-pantanal-bairros-florianopolis-27m2-aluguel-RS2700-id-2654258047/,
2023-11-07 15:33:39.146748,Vivareal,2666531445,"Apartamento com 3 Quartos para Aluguel, 112m²","Centro, Florianópolis - SC",,,Centro,florianopolis,4100,Mês,1100.0,112.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-112m2-aluguel-RS4100-id-2666531445/,Churrasqueira; Elevador; Garagem; Ar-condicionado; Área de serviço; ...
2023-11-07 15:33:39.147879,Vivareal,2665666605,"Apartamento com 2 Quartos para Aluguel, 65m²","Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",Rodovia Amaro Antônio Vieira ,, Itacorubi,florianopolis,3500,Mês,425.0,65.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-65m2-aluguel-RS3500-id-2665666605/,Mobiliado; Churrasqueira; Elevador; Condomínio fechado; Aceita animais; ...
2023-11-07 15:33:39.149022,Vivareal,2666186094,"Apartamento com  Quarto para Aluguel, 16m²","Avenida César Seara, 174 - Carvoeira, Florianópolis - SC",Avenida César Seara,174.0, Carvoeira,florianopolis,2421,Mês,439.0,16.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-16m2-aluguel-RS2421-id-2666186094/,Mobiliado; Churrasqueira; Elevador; Academia; Aceita animais; ...
2023-11-07 15:33:39.150175,Vivareal,2650715893,"Apartamento com 3 Quartos para Aluguel, 144m²","Avenida Luiz Boiteux Piazza, 2597 - Cachoeira do Bom Jesus, Florianópolis - SC",Avenida Luiz Boiteux Piazza,2597.0, Cachoeira do Bom Jesus,florianopolis,2000,Dia,,144.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-com-garagem-144m2-aluguel-RS2000-id-2650715893/,Piscina; Mobiliado; Elevador; Condomínio fechado; Varanda; ...
2023-11-07 15:33:39.151343,Vivareal,2499497529,"Ponto comercial/Loja/Box    para Aluguel, 24m²","Avenida Engenheiro Max de Souza, 906 - Coqueiros, Florianópolis - SC",Avenida Engenheiro Max de Souza,906.0, Coqueiros,florianopolis,200,Mês,,24.0,,,2.0,https://vivareal.com.br/imovel/ponto-comercial-coqueiros-bairros-florianopolis-com-garagem-24m2-aluguel-RS200-id-2499497529/,
2023-11-07 15:33:39.152527,Vivareal,2665262220,"Apartamento com 3 Quartos para Aluguel, 86m²","Trindade, Florianópolis - SC",,,Trindade,florianopolis,3500,Mês,678.0,86.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-86m2-aluguel-RS3500-id-2665262220/,
2023-11-07 15:33:39.153676,Vivareal,2666382409,"Apartamento com  Quarto para Aluguel, 25m²","Campeche, Florianópolis - SC",,,Campeche,florianopolis,2200,Mês,,25.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-25m2-aluguel-RS2200-id-2666382409/,
2023-11-07 15:33:39.154901,Vivareal,2659548676,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Jornalista Rodolfo Eduardo Sullivan, 100 - Jardim Atlântico, Florianópolis - SC",Rua Jornalista Rodolfo Eduardo Sullivan,100.0, Jardim Atlântico,florianopolis,2260,Mês,523.0,55.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-55m2-aluguel-RS2260-id-2659548676/,Interfone; Área de serviço
2023-11-07 15:33:39.156005,Vivareal,2655144991,"Sala/Conjunto    para Aluguel, 56m²","Centro, Florianópolis - SC",,,Centro,florianopolis,1400,Mês,,56.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-56m2-aluguel-RS1400-id-2655144991/,
2023-11-07 15:33:39.157185,Vivareal,2662195171,"Apartamento com  Quarto para Aluguel, 40m²","Avenida das Nações, 460 - Canasvieiras, Florianópolis - SC",Avenida das Nações,460.0, Canasvieiras,florianopolis,400,Dia,,40.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-40m2-aluguel-RS400-id-2662195171/,Ar-condicionado; Condomínio fechado
2023-11-07 15:33:39.158335,Vivareal,2630672027,"Sala/Conjunto    para Aluguel, 64m²","Canto, Florianópolis - SC",,,Canto,florianopolis,5415,Mês,,64.0,,,1.0,https://vivareal.com.br/imovel/sala-comercial-canto-bairros-florianopolis-com-garagem-64m2-aluguel-RS5415-id-2630672027/,
2023-11-07 15:33:39.159506,Vivareal,2661652704,"Sala/Conjunto    para Aluguel, 42m²","Rua Emílio Blum - Centro, Florianópolis - SC",Rua Emílio Blum ,, Centro,florianopolis,1900,Mês,,42.0,1.0,,2.0,https://vivareal.com.br/imovel/centro-bairros-florianopolis-com-garagem-42m2-aluguel-RS1900-id-2661652704/,Garagem; Cozinha
2023-11-07 15:33:39.160684,Vivareal,2583609252,"Ponto comercial/Loja/Box    para Aluguel, 23m²","Rua Lauro Linhares, 2123 - Trindade, Florianópolis - SC",Rua Lauro Linhares,2123.0, Trindade,florianopolis,2200,Mês,,23.0,,,,https://vivareal.com.br/imovel/ponto-comercial-trindade-bairros-florianopolis-23m2-aluguel-RS2200-id-2583609252/,Elevador
2023-11-07 15:33:39.800041,Vivareal,2666153021,"Apartamento com  Quarto para Aluguel, 15m²","Servidão Estrela, 5 - Saco Grande, Florianópolis - SC",Servidão Estrela,5.0, Saco Grande,florianopolis,1580,Mês,350.0,15.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-saco-grande-bairros-florianopolis-com-garagem-15m2-aluguel-RS1580-id-2666153021/,Mobiliado; Aceita animais; Ar-condicionado; Jardim; Bicicletário; ...
2023-11-07 15:33:39.801998,Vivareal,2664758595,"Apartamento com 2 Quartos para Aluguel, 54m²","Rua das Tainhotas, 133 - Jurerê, Florianópolis - SC",Rua das Tainhotas,133.0, Jurerê,florianopolis,2900,Mês,600.0,54.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jurere-bairros-florianopolis-com-garagem-54m2-aluguel-RS2900-id-2664758595/,Churrasqueira; Ar-condicionado; Elevador; Interfone; Cozinha
2023-11-07 15:33:39.803978,Vivareal,2655432274,"Apartamento com  Quarto para Aluguel, 50m²","Rodovia João Paulo, 1267 - Joao Paulo, Florianópolis - SC",Rodovia João Paulo,1267.0, Joao Paulo,florianopolis,3350,Mês,700.0,50.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-joao-paulo-bairros-florianopolis-com-garagem-50m2-aluguel-RS3350-id-2655432274/,Academia; Elevador; Condomínio fechado; Aceita animais; Mobiliado
2023-11-07 15:33:39.805203,Vivareal,2664088112,"Apartamento com 2 Quartos para Aluguel, 52m²","Rodovia Virgílio Várzea, 4570 - Canasvieiras, Florianópolis - SC",Rodovia Virgílio Várzea,4570.0, Canasvieiras,florianopolis,2500,Mês,480.0,52.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-52m2-aluguel-RS2500-id-2664088112/,Piscina; Mobiliado; Churrasqueira; Varanda; Playground; ...
2023-11-07 15:33:39.806472,Vivareal,2666479397,"Sala/Conjunto    para Aluguel, 48m²","Jurerê, Florianópolis - SC",,,Jurerê,florianopolis,4800,Mês,,48.0,,,1.0,https://vivareal.com.br/imovel/sala-comercial-jurere-bairros-florianopolis-com-garagem-48m2-aluguel-RS4800-id-2666479397/,
2023-11-07 15:33:39.807786,Vivareal,2662695661,"Ponto comercial/Loja/Box    para Aluguel, 142m²","Rua Delminda Silveira, 485 - Agronômica, Florianópolis - SC",Rua Delminda Silveira,485.0, Agronômica,florianopolis,12500,Mês,,142.0,1.0,,6.0,https://vivareal.com.br/imovel/ponto-comercial-agronomica-bairros-florianopolis-com-garagem-142m2-aluguel-RS12500-id-2662695661/,
2023-11-07 15:33:39.808861,Vivareal,2658185323,"Apartamento com  Quarto para Aluguel, 60m²","Rua Francisco Tolentino, 800 - Centro, Florianópolis - SC",Rua Francisco Tolentino,800.0, Centro,florianopolis,3200,Mês,680.0,60.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-60m2-aluguel-RS3200-id-2658185323/,Ar-condicionado; Elevador; Mobiliado; Salão de festas
2023-11-07 15:33:39.810066,Vivareal,2658297121,"Apartamento com  Quarto para Aluguel, 42m²","Rua Santos Saraiva, 1458 - Estreito, Florianópolis - SC",Rua Santos Saraiva,1458.0, Estreito,florianopolis,1850,Mês,479.0,42.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-42m2-aluguel-RS1850-id-2658297121/,Interfone; Área de serviço
2023-11-07 15:33:39.811207,Vivareal,2661653481,"Sala/Conjunto    para Aluguel, 23m²","Rua Presidente Nereu Ramos - Centro, Florianópolis - SC",Rua Presidente Nereu Ramos ,, Centro,florianopolis,950,Mês,,23.0,1.0,,,https://vivareal.com.br/imovel/centro-bairros-florianopolis-23m2-aluguel-RS950-id-2661653481/,Elevador; Cozinha; Interfone; Circuito de segurança; Segurança 24h; ...
2023-11-07 15:33:39.812454,Vivareal,2657338690,"Kitnet/Conjugado com  Quarto para Aluguel, 23m²","Rua José Feliciano Karasek, 63 - Carvoeira, Florianópolis - SC",Rua José Feliciano Karasek,63.0, Carvoeira,florianopolis,1100,Mês,,23.0,1.0,1.0,,https://vivareal.com.br/imovel/kitnet-1-quartos-carvoeira-bairros-florianopolis-23m2-aluguel-RS1100-id-2657338690/,
2023-11-07 15:33:39.813616,Vivareal,2657576966,"Sala/Conjunto    para Aluguel, 28m²","Canto, Florianópolis - SC",,,Canto,florianopolis,2355,Mês,,28.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-canto-bairros-florianopolis-com-garagem-28m2-aluguel-RS2355-id-2657576966/,Escritório; Garagem
2023-11-07 15:33:39.814844,Vivareal,2645603494,"Sala/Conjunto    para Aluguel, 36m²","Rua Professora Antonieta de Barros, 766 - Canto, Florianópolis - SC",Rua Professora Antonieta de Barros,766.0, Canto,florianopolis,1700,Mês,,36.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-canto-bairros-florianopolis-com-garagem-36m2-aluguel-RS1700-id-2645603494/,Copa; Área de serviço
2023-11-07 15:33:39.815998,Vivareal,2666289617,"Casa com  Quarto para Aluguel, 60m²","Rua do Sol Nascente - Tapera da Base, Florianópolis - SC",Rua do Sol Nascente ,, Tapera da Base,florianopolis,2450,Mês,,60.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/casa-1-quartos-tapera-da-base-bairros-florianopolis-com-garagem-60m2-aluguel-RS2450-id-2666289617/,Área de serviço; Jardim
2023-11-07 15:33:39.817146,Vivareal,2661232407,"Kitnet/Conjugado com  Quarto para Aluguel, 35m²","Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,430,Dia,,35.0,1.0,1.0,,https://vivareal.com.br/imovel/kitnet-1-quartos-canasvieiras-bairros-florianopolis-35m2-aluguel-RS430-id-2661232407/,Varanda; Churrasqueira; Ar-condicionado; Condomínio fechado
2023-11-07 15:33:39.818373,Vivareal,2635374041,"Ponto comercial/Loja/Box    para Aluguel, 50m²","Avenida Rio Branco, 416 - Centro, Florianópolis - SC",Avenida Rio Branco,416.0, Centro,florianopolis,4000,Mês,,50.0,,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-50m2-aluguel-RS4000-id-2635374041/,Estacionamento; Bicicletário; Portaria 24h; Câmera de segurança; Hall de entrada; ...
2023-11-07 15:33:39.819599,Vivareal,2662956460,Sala/Conjunto    para Venda/Aluguel 45m²,"Avenida Santa Catarina - Estreito, Florianópolis - SC",Avenida Santa Catarina ,, Estreito,florianopolis,2500,Mês,,45.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-estreito-bairros-florianopolis-com-garagem-45m2-venda-RS600000-id-2662956460/,Ar-condicionado; Cozinha
2023-11-07 15:33:39.820761,Vivareal,2427734276,"Sala/Conjunto    para Aluguel, 70m²","Rua Deodoro - Centro, Florianópolis - SC",Rua Deodoro ,, Centro,florianopolis,1800,Mês,,70.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-70m2-aluguel-RS1800-id-2427734276/,
2023-11-07 15:33:39.821949,Vivareal,2628618256,"Sala/Conjunto    para Aluguel, 45m²","Rodovia João Gualberto Soares, 17317 - Barra da Lagoa, Florianópolis - SC",Rodovia João Gualberto Soares,17317.0, Barra da Lagoa,florianopolis,1800,Mês,,45.0,1.0,,2.0,https://vivareal.com.br/imovel/sala-comercial-barra-da-lagoa-bairros-florianopolis-com-garagem-45m2-aluguel-RS1800-id-2628618256/,
2023-11-07 15:33:39.823121,Vivareal,2558743497,"Apartamento com 2 Quartos para Aluguel, 44m²","Rua Hermes Guedes da Fonseca, 600 - Armação do Pântano do Sul, Florianópolis - SC",Rua Hermes Guedes da Fonseca,600.0, Armação do Pântano do Sul,florianopolis,350,Dia,,44.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-armacao-do-pantano-do-sul-bairros-florianopolis-com-garagem-44m2-aluguel-RS350-id-2558743497/,Conexão à internet
2023-11-07 15:33:39.824259,Vivareal,2666348924,Sala/Conjunto    para Venda/Aluguel 49m²,"Avenida Engenheiro Max de Souza - Coqueiros, Florianópolis - SC",Avenida Engenheiro Max de Souza ,, Coqueiros,florianopolis,2200,Mês,,49.0,,,2.0,https://vivareal.com.br/imovel/sala-comercial-coqueiros-bairros-florianopolis-com-garagem-49m2-venda-RS600000-id-2666348924/,Ar-condicionado; Elevador; Interfone; Escritório
2023-11-07 15:33:39.825436,Vivareal,2666276026,"Apartamento com 2 Quartos para Aluguel, 70m²","Barra da Lagoa, Florianópolis - SC",,,Barra da Lagoa,florianopolis,2800,Mês,,70.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-barra-da-lagoa-bairros-florianopolis-com-garagem-70m2-aluguel-RS2800-id-2666276026/,Mobiliado
2023-11-07 15:33:39.826716,Vivareal,2661288356,Apartamento com 2 Quartos para Venda/Aluguel 60m²,"Rua Acelon Pacheco da Costa, 295 - Itacorubi, Florianópolis - SC",Rua Acelon Pacheco da Costa,295.0, Itacorubi,florianopolis,2300,Mês,500.0,60.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-60m2-venda-RS450000-id-2661288356/,Garagem
2023-11-07 15:33:39.827881,Vivareal,2666595268,"Apartamento com 2 Quartos para Aluguel, 83m²","Abraão, Florianópolis - SC",,,Abraão,florianopolis,4500,Mês,79078.0,83.0,3.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-abraao-bairros-florianopolis-com-garagem-83m2-aluguel-RS4500-id-2666595268/,Elevador
2023-11-07 15:33:39.829741,Vivareal,2621682585,"Sala/Conjunto    para Aluguel, 28m²","Rua General Liberato Bittencourt, 1475 - Canto, Florianópolis - SC",Rua General Liberato Bittencourt,1475.0, Canto,florianopolis,1700,Mês,,28.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-canto-bairros-florianopolis-com-garagem-28m2-aluguel-RS1700-id-2621682585/,Elevador; Academia; Interfone
2023-11-07 15:33:39.830868,Vivareal,2659422579,"Apartamento com  Quarto para Aluguel, 42m²","Rua Professor Milton Roque Ramos Krieger, 159 - Trindade, Florianópolis - SC",Rua Professor Milton Roque Ramos Krieger,159.0, Trindade,florianopolis,2300,Mês,650.0,42.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-42m2-aluguel-RS2300-id-2659422579/,Mobiliado; Churrasqueira; Varanda; Ar-condicionado; Varanda gourmet; ...
2023-11-07 15:33:39.832770,Vivareal,2661650590,"Imóvel comercial    para Aluguel, 407m²","Rua Doutor Armando Valério de Assis - Agronômica, Florianópolis - SC",Rua Doutor Armando Valério de Assis ,, Agronômica,florianopolis,19000,Mês,,407.0,,,,https://vivareal.com.br/imovel/agronomica-bairros-florianopolis-407m2-aluguel-RS19000-id-2661650590/,Cozinha
2023-11-07 15:33:39.833954,Vivareal,2659062992,"Ponto comercial/Loja/Box    para Aluguel, 68m²","Rua Elesbão Pinto da Luz, 85 - Jardim Atlântico, Florianópolis - SC",Rua Elesbão Pinto da Luz,85.0, Jardim Atlântico,florianopolis,2450,Mês,,68.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-jardim-atlantico-bairros-florianopolis-68m2-aluguel-RS2450-id-2659062992/,Elevador; Interfone
2023-11-07 15:33:39.835117,Vivareal,2621646321,"Casa com 6 Quartos para Aluguel, 750m²","Rua dos Robaletes, 534 - Jurerê Internacional, Florianópolis - SC",Rua dos Robaletes,534.0, Jurerê Internacional,florianopolis,28000,Mês,,750.0,8.0,6.0,4.0,https://vivareal.com.br/imovel/casa-6-quartos-jurere-internacional-bairros-florianopolis-com-garagem-750m2-aluguel-RS28000-id-2621646321/,
2023-11-07 15:33:39.836283,Vivareal,2650867372,"Casa com 2 Quartos para Aluguel, 100m²","Avenida Pequeno Príncipe, 2850 - Campeche, Florianópolis - SC",Avenida Pequeno Príncipe,2850.0, Campeche,florianopolis,3000,Mês,,100.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-campeche-bairros-florianopolis-com-garagem-100m2-aluguel-RS3000-id-2650867372/,Condomínio fechado; Cozinha americana
2023-11-07 15:33:39.837418,Vivareal,2579897996,"Apartamento com 2 Quartos para Aluguel, 67m²","Rua Madre Maria Vilac, 370 - Canasvieiras, Florianópolis - SC",Rua Madre Maria Vilac,370.0, Canasvieiras,florianopolis,500,Dia,,67.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-canasvieiras-bairros-florianopolis-com-garagem-67m2-aluguel-RS500-id-2579897996/,Mobiliado; Condomínio fechado; Aceita animais; Ar-condicionado; Varanda gourmet; ...
2023-11-07 15:33:39.838612,Vivareal,2666309520,"Casa com 2 Quartos para Aluguel, 100m²","Servidão Joesi Guimarães da Silva - São João do Rio Vermelho, Florianópolis - SC",Servidão Joesi Guimarães da Silva ,, São João do Rio Vermelho,florianopolis,4400,Mês,,100.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-sao-joao-do-rio-vermelho-bairros-florianopolis-com-garagem-100m2-aluguel-RS4400-id-2666309520/,Churrasqueira; Garagem; Mobiliado
2023-11-07 15:33:39.840442,Vivareal,2664474832,"Sala/Conjunto    para Aluguel, 684m²","Rua Deputado Antônio Edu Vieira, 550 - Saco dos Limões, Florianópolis - SC",Rua Deputado Antônio Edu Vieira,550.0, Saco dos Limões,florianopolis,20000,Mês,,684.0,,,6.0,https://vivareal.com.br/imovel/sala-comercial-saco-dos-limoes-bairros-florianopolis-com-garagem-684m2-aluguel-RS20000-id-2664474832/,
