,data,fonte,descricao,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url
910,2023-10-26 14:04:32.128874,Viva Real,"Sala/Conjunto    para Aluguel, 40m²","Ingleses Norte, Florianópolis , SC",Ingleses Norte,,Ingleses Norte,florianopolis,         2600 ,Mês,,40,,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-norte-bairros-florianopolis-40m2-aluguel-RS2600-id-2664417426/
911,2023-10-26 14:04:32.133945,Viva Real,"Casa com 4 Quartos para Aluguel, 250m²","Rua das Piraúnas , Jurerê Internacional, Florianópolis , SC",Rua das Piraúnas ,, Jurerê Internacional,florianopolis,         2300 ,Dia,,250,5,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-250m2-aluguel-RS2300-id-2664132155/
912,2023-10-26 14:04:32.138964,Viva Real,"Apartamento com 2 Quartos para Aluguel, 94m²","Centro, Florianópolis , SC",Centro,,Centro,florianopolis,         3200 ,Mês,600,94,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-94m2-aluguel-RS3200-id-2664487706/
913,2023-10-26 14:04:32.144033,Viva Real,"Casa com 2 Quartos para Aluguel, 50m²","Ingleses do Rio Vermelho, Florianópolis , SC",Ingleses do Rio Vermelho,,Ingleses do Rio Vermelho,florianopolis,         1540 ,Mês,,50,1,2,1,https://vivareal.com.br/imovel/casa-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-50m2-aluguel-RS1540-id-2664488611/
914,2023-10-26 14:04:32.148959,Viva Real,"Apartamento com 3 Quartos para Aluguel, 100m²","Rio Tavares, Florianópolis , SC",Rio Tavares,,Rio Tavares,florianopolis,         5200 ,Mês,800,100,2,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-rio-tavares-bairros-florianopolis-com-garagem-100m2-aluguel-RS5200-id-2664488797/
915,2023-10-26 14:04:32.153908,Viva Real,"Sala/Conjunto    para Aluguel, 18m²","Rua Felipe Schmidt , Centro, Florianópolis , SC",Rua Felipe Schmidt ,, Centro,florianopolis,         480 ,Mês,,18,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-18m2-aluguel-RS480-id-2664392916/
916,2023-10-26 14:04:32.158958,Viva Real,"Apartamento com 2 Quartos para Aluguel, 75m²","Jardim Atlântico, Florianópolis , SC",Jardim Atlântico,,Jardim Atlântico,florianopolis,         2550 ,Mês,565,75,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-75m2-aluguel-RS2550-id-2664488610/
917,2023-10-26 14:04:32.163911,Viva Real,"Sala/Conjunto com  Quarto para Aluguel, 23m²","Rua Felipe Schmidt , Centro, Florianópolis , SC",Rua Felipe Schmidt ,, Centro,florianopolis,         650 ,Mês,,23,1,1,,https://vivareal.com.br/imovel/sala-comercial-1-quartos-centro-bairros-florianopolis-23m2-aluguel-RS650-id-2664453004/
918,2023-10-26 14:04:32.168879,Viva Real,"Ponto comercial/Loja/Box    para Aluguel, 61m²","Rua Madre Maria Vilac, 525 , Canasvieiras, Florianópolis , SC",Rua Madre Maria Vilac,525, Canasvieiras,florianopolis,         3000 ,Mês,,61,1,,1,https://vivareal.com.br/imovel/ponto-comercial-canasvieiras-bairros-florianopolis-com-garagem-61m2-aluguel-RS3000-id-2664467444/
919,2023-10-26 14:04:32.173909,Viva Real,"Apartamento com 2 Quartos para Aluguel, 76m²","Rua Hipólito Mafra , Saco dos Limões, Florianópolis , SC",Rua Hipólito Mafra ,, Saco dos Limões,florianopolis,         3600 ,Mês,420,76,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-76m2-aluguel-RS3600-id-2664283796/
920,2023-10-26 14:04:32.178740,Viva Real,"Casa com 2 Quartos para Aluguel, 84m²","São João do Rio Vermelho, Florianópolis , SC",São João do Rio Vermelho,,São João do Rio Vermelho,florianopolis,         2400 ,Mês,,84,2,2,2,https://vivareal.com.br/imovel/casa-2-quartos-sao-joao-do-rio-vermelho-bairros-florianopolis-com-garagem-84m2-aluguel-RS2400-id-2664488993/
921,2023-10-26 14:04:32.183741,Viva Real,"Casa com 4 Quartos para Aluguel, 100m²","Rua Desembargador Rid Silva, 336 , Canasvieiras, Florianópolis , SC",Rua Desembargador Rid Silva,336, Canasvieiras,florianopolis,         2000 ,Dia,,100,3,4,,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-100m2-aluguel-RS2000-id-2662195464/
922,2023-10-26 14:04:32.188745,Viva Real,"Sala/Conjunto    para Aluguel, 30m²","Rua Jerônimo Coelho, 170 , Centro, Florianópolis , SC",Rua Jerônimo Coelho,170, Centro,florianopolis,         850 ,Mês,,30,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS850-id-2617933796/
923,2023-10-26 14:04:32.193772,Viva Real,"Casa com  Quarto para Aluguel, 80m²","Rua João Carlos de Menezes, 174 , Campeche, Florianópolis , SC",Rua João Carlos de Menezes,174, Campeche,florianopolis,         4000 ,Mês,,80,1,1,1,https://vivareal.com.br/imovel/casa-1-quartos-campeche-bairros-florianopolis-com-garagem-80m2-aluguel-RS4000-id-2664505131/
924,2023-10-26 14:04:32.198764,Viva Real,"Apartamento com  Quarto para Aluguel, 39m²","Carvoeira, Florianópolis , SC",Carvoeira,,Carvoeira,florianopolis,         2750 ,Mês,550,39,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-39m2-aluguel-RS2750-id-2664328693/
925,2023-10-26 14:04:32.203716,Viva Real,"Ponto comercial/Loja/Box    para Aluguel, 90m²","Rua Fúlvio Aducci, 971 , Estreito, Florianópolis , SC",Rua Fúlvio Aducci,971, Estreito,florianopolis,         2500 ,Mês,,90,2,,,https://vivareal.com.br/imovel/ponto-comercial-estreito-bairros-florianopolis-90m2-aluguel-RS2500-id-2664347517/
926,2023-10-26 14:04:32.208280,Viva Real,Apartamento com 2 Quartos para Venda/Aluguel 71m²,"Rua Hipólito Mafra, 203 , Saco dos Limões, Florianópolis , SC",Rua Hipólito Mafra,203, Saco dos Limões,florianopolis,         2950 ,Mês,700,71,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-71m2-venda-RS599000-id-2664192432/
927,2023-10-26 14:04:32.213178,Viva Real,"Cobertura com 2 Quartos para Aluguel, 114m²","Jurerê, Florianópolis , SC",Jurerê,,Jurerê,florianopolis,         750 ,Dia,,114,3,2,2,https://vivareal.com.br/imovel/cobertura-2-quartos-jurere-bairros-florianopolis-com-garagem-114m2-aluguel-RS750-id-2663981100/
928,2023-10-26 14:04:32.218329,Viva Real,"Casa com 3 Quartos para Aluguel, 180m²","Rua Isid Dutra, 2044 , Sambaqui, Florianópolis , SC",Rua Isid Dutra,2044, Sambaqui,florianopolis,         4500 ,Mês,200,180,2,3,2,https://vivareal.com.br/imovel/casa-3-quartos-sambaqui-bairros-florianopolis-com-garagem-180m2-aluguel-RS4500-id-2664373793/
929,2023-10-26 14:04:32.223158,Viva Real,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Olavo Bilac, 67 , Estreito, Florianópolis , SC",Rua Olavo Bilac,67, Estreito,florianopolis,         3500 ,Mês,504,80,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-80m2-aluguel-RS3500-id-2664348128/
930,2023-10-26 14:04:32.227918,Viva Real,"Apartamento com 3 Quartos para Aluguel, 77m²","Avenida Governador Ivo Silveira, 2716 , Capoeiras, Florianópolis , SC",Avenida Governador Ivo Silveira,2716, Capoeiras,florianopolis,         1300 ,Mês,650,77,1,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-77m2-aluguel-RS1300-id-2664347516/
931,2023-10-26 14:04:32.232818,Viva Real,"Apartamento com  Quarto para Aluguel, 41m²","Avenida Professor Othon Gama D'Eça , Centro, Florianópolis , SC",Avenida Professor Othon Gama D'Eça ,, Centro,florianopolis,         1800 ,Mês,405,41,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-41m2-aluguel-RS1800-id-2664391112/
932,2023-10-26 14:04:32.237854,Viva Real,"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Professor Clementino de Brito, 205 , Capoeiras, Florianópolis , SC",Rua Professor Clementino de Brito,205, Capoeiras,florianopolis,         3300 ,Mês,650,85,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3300-id-2661560554/
933,2023-10-26 14:04:32.242805,Viva Real,"Apartamento com 2 Quartos para Aluguel, 44m²","Avenida Marinheiro Max Schramm, 2428 , Jardim Atlântico, Florianópolis , SC",Avenida Marinheiro Max Schramm,2428, Jardim Atlântico,florianopolis,         1100 ,Mês,345,44,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1100-id-2663536876/
934,2023-10-26 14:04:32.247686,Viva Real,"Casa com 2 Quartos para Aluguel, 65m²","Rua Professor João José Cabral, 0 , Balneário, Florianópolis , SC",Rua Professor João José Cabral,0, Balneário,florianopolis,         1600 ,Mês,,65,1,2,,https://vivareal.com.br/imovel/casa-2-quartos-balneario-bairros-florianopolis-65m2-aluguel-RS1600-id-2662558680/
935,2023-10-26 14:04:32.252209,Viva Real,"Apartamento com 2 Quartos para Aluguel, 81m²","Rodovia João Paulo, 1543 , Joao Paulo, Florianópolis , SC",Rodovia João Paulo,1543, Joao Paulo,florianopolis,         3800 ,Mês,650,81,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-81m2-aluguel-RS3800-id-2663854521/
936,2023-10-26 14:04:34.692409,Viva Real,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Lauro Linhares, 1520 , Trindade, Florianópolis , SC",Rua Lauro Linhares,1520, Trindade,florianopolis,         2900 ,Mês,750,110,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-110m2-aluguel-RS2900-id-2664501915/
937,2023-10-26 14:04:34.698410,Viva Real,"Apartamento com  Quarto para Aluguel, 58m²","Rua Osvaldo Cruz, 137 , Balneario do Estreito, Florianópolis , SC",Rua Osvaldo Cruz,137, Balneario do Estreito,florianopolis,         1700 ,Mês,390,58,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-balneario-do-estreito-bairros-florianopolis-com-garagem-58m2-aluguel-RS1700-id-2664478805/
938,2023-10-26 14:04:34.703605,Viva Real,"Casa com 3 Quartos para Aluguel, 245m²","Rua da Corticeira da Serra, 51 , Cachoeira do Bom Jesus, Florianópolis , SC",Rua da Corticeira da Serra,51, Cachoeira do Bom Jesus,florianopolis,         2400 ,Dia,,245,4,3,,https://vivareal.com.br/imovel/casa-3-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-245m2-aluguel-RS2400-id-2664468509/
939,2023-10-26 14:04:34.708710,Viva Real,"Casa com 2 Quartos para Aluguel, 110m²","Rua Recanto do Beija,Flor, 128 , Campeche, Florianópolis , SC",Rua Recanto do Beija,128, Campeche,florianopolis,         4700 ,Mês,,110,6,2,2,https://vivareal.com.br/imovel/casa-2-quartos-campeche-bairros-florianopolis-com-garagem-110m2-aluguel-RS4700-id-2664505331/
940,2023-10-26 14:04:34.713866,Viva Real,"Apartamento com  Quarto para Aluguel, 35m²","Rua Maria Eduarda, 238 , Pantanal, Florianópolis , SC",Rua Maria Eduarda,238, Pantanal,florianopolis,         2950 ,Mês,610,35,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-pantanal-bairros-florianopolis-35m2-aluguel-RS2950-id-2664482912/
941,2023-10-26 14:04:34.718961,Viva Real,"Casa com 3 Quartos para Aluguel, 200m²","Rodovia Virgílio Várzea, 4690 , Canasvieiras, Florianópolis , SC",Rodovia Virgílio Várzea,4690, Canasvieiras,florianopolis,         1600 ,Dia,,200,3,3,2,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-200m2-aluguel-RS1600-id-2663423402/
942,2023-10-26 14:04:34.724380,Viva Real,"Apartamento com 3 Quartos para Aluguel, 99m²","Carianos, Florianópolis , SC",Carianos,,Carianos,florianopolis,         3400 ,Mês,250,99,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-carianos-bairros-florianopolis-com-garagem-99m2-aluguel-RS3400-id-2664501171/
943,2023-10-26 14:04:34.729614,Viva Real,"Cobertura com 3 Quartos para Aluguel, 240m²","Rua Laurindo Januário da Silveira, 947 , Canto da Lagoa, Florianópolis , SC",Rua Laurindo Januário da Silveira,947, Canto da Lagoa,florianopolis,         5500 ,Mês,1.200,240,3,3,2,https://vivareal.com.br/imovel/cobertura-3-quartos-canto-da-lagoa-bairros-florianopolis-com-garagem-240m2-aluguel-RS5500-id-2664501914/
944,2023-10-26 14:04:34.734659,Viva Real,"Apartamento com 3 Quartos para Aluguel, 80m²","Canto, Florianópolis , SC",Canto,,Canto,florianopolis,         4000 ,Mês,736,80,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-canto-bairros-florianopolis-com-garagem-80m2-aluguel-RS4000-id-2664413295/
945,2023-10-26 14:04:34.739612,Viva Real,"Apartamento com 2 Quartos para Aluguel, 60m²","Ribeirão da Ilha, Florianópolis , SC",Ribeirão da Ilha,,Ribeirão da Ilha,florianopolis,         4500 ,Mês,350,60,3,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-60m2-aluguel-RS4500-id-2664488601/
946,2023-10-26 14:04:34.744594,Viva Real,"Sala/Conjunto    para Aluguel, 40m²","Ingleses Norte, Florianópolis , SC",Ingleses Norte,,Ingleses Norte,florianopolis,         2600 ,Mês,,40,,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-norte-bairros-florianopolis-40m2-aluguel-RS2600-id-2664417426/
947,2023-10-26 14:04:34.749753,Viva Real,"Casa com 4 Quartos para Aluguel, 250m²","Rua das Piraúnas , Jurerê Internacional, Florianópolis , SC",Rua das Piraúnas ,, Jurerê Internacional,florianopolis,         2300 ,Dia,,250,5,4,2,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-250m2-aluguel-RS2300-id-2664132155/
948,2023-10-26 14:04:34.754856,Viva Real,"Apartamento com 2 Quartos para Aluguel, 94m²","Centro, Florianópolis , SC",Centro,,Centro,florianopolis,         3200 ,Mês,600,94,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-94m2-aluguel-RS3200-id-2664487706/
949,2023-10-26 14:04:34.759777,Viva Real,"Casa com 2 Quartos para Aluguel, 50m²","Ingleses do Rio Vermelho, Florianópolis , SC",Ingleses do Rio Vermelho,,Ingleses do Rio Vermelho,florianopolis,         1540 ,Mês,,50,1,2,1,https://vivareal.com.br/imovel/casa-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-50m2-aluguel-RS1540-id-2664488611/
950,2023-10-26 14:04:34.764781,Viva Real,"Apartamento com 3 Quartos para Aluguel, 100m²","Rio Tavares, Florianópolis , SC",Rio Tavares,,Rio Tavares,florianopolis,         5200 ,Mês,800,100,2,3,2,https://vivareal.com.br/imovel/apartamento-3-quartos-rio-tavares-bairros-florianopolis-com-garagem-100m2-aluguel-RS5200-id-2664488797/
951,2023-10-26 14:04:34.769662,Viva Real,"Sala/Conjunto    para Aluguel, 18m²","Rua Felipe Schmidt , Centro, Florianópolis , SC",Rua Felipe Schmidt ,, Centro,florianopolis,         480 ,Mês,,18,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-18m2-aluguel-RS480-id-2664392916/
952,2023-10-26 14:04:34.774736,Viva Real,"Apartamento com 2 Quartos para Aluguel, 75m²","Jardim Atlântico, Florianópolis , SC",Jardim Atlântico,,Jardim Atlântico,florianopolis,         2550 ,Mês,565,75,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-75m2-aluguel-RS2550-id-2664488610/
953,2023-10-26 14:04:34.779853,Viva Real,"Sala/Conjunto com  Quarto para Aluguel, 23m²","Rua Felipe Schmidt , Centro, Florianópolis , SC",Rua Felipe Schmidt ,, Centro,florianopolis,         650 ,Mês,,23,1,1,,https://vivareal.com.br/imovel/sala-comercial-1-quartos-centro-bairros-florianopolis-23m2-aluguel-RS650-id-2664453004/
954,2023-10-26 14:04:34.784902,Viva Real,"Ponto comercial/Loja/Box    para Aluguel, 61m²","Rua Madre Maria Vilac, 525 , Canasvieiras, Florianópolis , SC",Rua Madre Maria Vilac,525, Canasvieiras,florianopolis,         3000 ,Mês,,61,1,,1,https://vivareal.com.br/imovel/ponto-comercial-canasvieiras-bairros-florianopolis-com-garagem-61m2-aluguel-RS3000-id-2664467444/
955,2023-10-26 14:04:34.790072,Viva Real,"Apartamento com 2 Quartos para Aluguel, 76m²","Rua Hipólito Mafra , Saco dos Limões, Florianópolis , SC",Rua Hipólito Mafra ,, Saco dos Limões,florianopolis,         3600 ,Mês,420,76,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-76m2-aluguel-RS3600-id-2664283796/
956,2023-10-26 14:04:34.795177,Viva Real,"Casa com 2 Quartos para Aluguel, 84m²","São João do Rio Vermelho, Florianópolis , SC",São João do Rio Vermelho,,São João do Rio Vermelho,florianopolis,         2400 ,Mês,,84,2,2,2,https://vivareal.com.br/imovel/casa-2-quartos-sao-joao-do-rio-vermelho-bairros-florianopolis-com-garagem-84m2-aluguel-RS2400-id-2664488993/
957,2023-10-26 14:04:34.800205,Viva Real,"Casa com 4 Quartos para Aluguel, 100m²","Rua Desembargador Rid Silva, 336 , Canasvieiras, Florianópolis , SC",Rua Desembargador Rid Silva,336, Canasvieiras,florianopolis,         2000 ,Dia,,100,3,4,,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-100m2-aluguel-RS2000-id-2662195464/
958,2023-10-26 14:04:34.805249,Viva Real,"Sala/Conjunto    para Aluguel, 30m²","Rua Jerônimo Coelho, 170 , Centro, Florianópolis , SC",Rua Jerônimo Coelho,170, Centro,florianopolis,         850 ,Mês,,30,1,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-30m2-aluguel-RS850-id-2617933796/
959,2023-10-26 14:04:34.810317,Viva Real,"Casa com  Quarto para Aluguel, 80m²","Rua João Carlos de Menezes, 174 , Campeche, Florianópolis , SC",Rua João Carlos de Menezes,174, Campeche,florianopolis,         4000 ,Mês,,80,1,1,1,https://vivareal.com.br/imovel/casa-1-quartos-campeche-bairros-florianopolis-com-garagem-80m2-aluguel-RS4000-id-2664505131/
960,2023-10-26 14:04:34.815356,Viva Real,"Apartamento com  Quarto para Aluguel, 39m²","Carvoeira, Florianópolis , SC",Carvoeira,,Carvoeira,florianopolis,         2750 ,Mês,550,39,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-39m2-aluguel-RS2750-id-2664328693/
961,2023-10-26 14:04:34.820358,Viva Real,"Ponto comercial/Loja/Box    para Aluguel, 90m²","Rua Fúlvio Aducci, 971 , Estreito, Florianópolis , SC",Rua Fúlvio Aducci,971, Estreito,florianopolis,         2500 ,Mês,,90,2,,,https://vivareal.com.br/imovel/ponto-comercial-estreito-bairros-florianopolis-90m2-aluguel-RS2500-id-2664347517/
962,2023-10-26 14:04:34.825403,Viva Real,Apartamento com 2 Quartos para Venda/Aluguel 71m²,"Rua Hipólito Mafra, 203 , Saco dos Limões, Florianópolis , SC",Rua Hipólito Mafra,203, Saco dos Limões,florianopolis,         2950 ,Mês,700,71,2,2,2,https://vivareal.com.br/imovel/apartamento-2-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-71m2-venda-RS599000-id-2664192432/
963,2023-10-26 14:04:34.830375,Viva Real,"Cobertura com 2 Quartos para Aluguel, 114m²","Jurerê, Florianópolis , SC",Jurerê,,Jurerê,florianopolis,         750 ,Dia,,114,3,2,2,https://vivareal.com.br/imovel/cobertura-2-quartos-jurere-bairros-florianopolis-com-garagem-114m2-aluguel-RS750-id-2663981100/
964,2023-10-26 14:04:34.835513,Viva Real,"Casa com 3 Quartos para Aluguel, 180m²","Rua Isid Dutra, 2044 , Sambaqui, Florianópolis , SC",Rua Isid Dutra,2044, Sambaqui,florianopolis,         4500 ,Mês,200,180,2,3,2,https://vivareal.com.br/imovel/casa-3-quartos-sambaqui-bairros-florianopolis-com-garagem-180m2-aluguel-RS4500-id-2664373793/
965,2023-10-26 14:04:34.840425,Viva Real,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Olavo Bilac, 67 , Estreito, Florianópolis , SC",Rua Olavo Bilac,67, Estreito,florianopolis,         3500 ,Mês,504,80,2,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-80m2-aluguel-RS3500-id-2664348128/
966,2023-10-26 14:04:34.845297,Viva Real,"Apartamento com 3 Quartos para Aluguel, 77m²","Avenida Governador Ivo Silveira, 2716 , Capoeiras, Florianópolis , SC",Avenida Governador Ivo Silveira,2716, Capoeiras,florianopolis,         1300 ,Mês,650,77,1,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-77m2-aluguel-RS1300-id-2664347516/
967,2023-10-26 14:04:34.850221,Viva Real,"Apartamento com  Quarto para Aluguel, 41m²","Avenida Professor Othon Gama D'Eça , Centro, Florianópolis , SC",Avenida Professor Othon Gama D'Eça ,, Centro,florianopolis,         1800 ,Mês,405,41,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-41m2-aluguel-RS1800-id-2664391112/
968,2023-10-26 14:04:34.855274,Viva Real,"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Professor Clementino de Brito, 205 , Capoeiras, Florianópolis , SC",Rua Professor Clementino de Brito,205, Capoeiras,florianopolis,         3300 ,Mês,650,85,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3300-id-2661560554/
969,2023-10-26 14:04:34.860252,Viva Real,"Apartamento com 2 Quartos para Aluguel, 44m²","Avenida Marinheiro Max Schramm, 2428 , Jardim Atlântico, Florianópolis , SC",Avenida Marinheiro Max Schramm,2428, Jardim Atlântico,florianopolis,         1100 ,Mês,345,44,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1100-id-2663536876/
970,2023-10-26 14:04:34.865161,Viva Real,"Casa com 2 Quartos para Aluguel, 65m²","Rua Professor João José Cabral, 0 , Balneário, Florianópolis , SC",Rua Professor João José Cabral,0, Balneário,florianopolis,         1600 ,Mês,,65,1,2,,https://vivareal.com.br/imovel/casa-2-quartos-balneario-bairros-florianopolis-65m2-aluguel-RS1600-id-2662558680/
971,2023-10-26 14:04:34.869690,Viva Real,"Apartamento com 2 Quartos para Aluguel, 81m²","Rodovia João Paulo, 1543 , Joao Paulo, Florianópolis , SC",Rodovia João Paulo,1543, Joao Paulo,florianopolis,         3800 ,Mês,650,81,1,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-81m2-aluguel-RS3800-id-2663854521/
972,2023-10-26 14:04:38.206186,Viva Real,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Lauro Linhares, 1520 , Trindade, Florianópolis , SC",Rua Lauro Linhares,1520, Trindade,florianopolis,         2900 ,Mês,750,110,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-110m2-aluguel-RS2900-id-2664501915/
973,2023-10-26 14:04:38.212049,Viva Real,"Apartamento com  Quarto para Aluguel, 58m²","Rua Osvaldo Cruz, 137 , Balneario do Estreito, Florianópolis , SC",Rua Osvaldo Cruz,137, Balneario do Estreito,florianopolis,         1700 ,Mês,390,58,1,1,1,https://vivareal.com.br/imovel/apartamento-1-quartos-balneario-do-estreito-bairros-florianopolis-com-garagem-58m2-aluguel-RS1700-id-2664478805/
974,2023-10-26 14:04:38.217499,Viva Real,"Casa com 3 Quartos para Aluguel, 245m²","Rua da Corticeira da Serra, 51 , Cachoeira do Bom Jesus, Florianópolis , SC",Rua da Corticeira da Serra,51, Cachoeira do Bom Jesus,florianopolis,         2400 ,Dia,,245,4,3,,https://vivareal.com.br/imovel/casa-3-quartos-cachoeira-do-bom-jesus-bairros-florianopolis-245m2-aluguel-RS2400-id-2664468509/
975,2023-10-26 14:04:38.222862,Viva Real,"Casa com 2 Quartos para Aluguel, 110m²","Rua Recanto do Beija,Flor, 128 , Campeche, Florianópolis , SC",Rua Recanto do Beija,128, Campeche,florianopolis,         4700 ,Mês,,110,6,2,2,https://vivareal.com.br/imovel/casa-2-quartos-campeche-bairros-florianopolis-com-garagem-110m2-aluguel-RS4700-id-2664505331/
976,2023-10-26 14:04:38.228389,Viva Real,"Apartamento com  Quarto para Aluguel, 35m²","Rua Maria Eduarda, 238 , Pantanal, Florianópolis , SC",Rua Maria Eduarda,238, Pantanal,florianopolis,         2950 ,Mês,610,35,1,1,,https://vivareal.com.br/imovel/apartamento-1-quartos-pantanal-bairros-florianopolis-35m2-aluguel-RS2950-id-2664482912/
977,2023-10-26 14:04:38.233816,Viva Real,"Casa com 3 Quartos para Aluguel, 200m²","Rodovia Virgílio Várzea, 4690 , Canasvieiras, Florianópolis , SC",Rodovia Virgílio Várzea,4690, Canasvieiras,florianopolis,         1600 ,Dia,,200,3,3,2,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-200m2-aluguel-RS1600-id-2663423402/
978,2023-10-26 14:04:38.239073,Viva Real,"Apartamento com 3 Quartos para Aluguel, 99m²","Carianos, Florianópolis , SC",Carianos,,Carianos,florianopolis,         3400 ,Mês,250,99,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-carianos-bairros-florianopolis-com-garagem-99m2-aluguel-RS3400-id-2664501171/
979,2023-10-26 14:04:38.244329,Viva Real,"Cobertura com 3 Quartos para Aluguel, 240m²","Rua Laurindo Januário da Silveira, 947 , Canto da Lagoa, Florianópolis , SC",Rua Laurindo Januário da Silveira,947, Canto da Lagoa,florianopolis,         5500 ,Mês,1.200,240,3,3,2,https://vivareal.com.br/imovel/cobertura-3-quartos-canto-da-lagoa-bairros-florianopolis-com-garagem-240m2-aluguel-RS5500-id-2664501914/
980,2023-10-26 14:04:38.249470,Viva Real,"Apartamento com 3 Quartos para Aluguel, 80m²","Canto, Florianópolis , SC",Canto,,Canto,florianopolis,         4000 ,Mês,736,80,2,3,1,https://vivareal.com.br/imovel/apartamento-3-quartos-canto-bairros-florianopolis-com-garagem-80m2-aluguel-RS4000-id-2664413295/
981,2023-10-26 14:04:38.254578,Viva Real,"Apartamento com 2 Quartos para Aluguel, 60m²","Ribeirão da Ilha, Florianópolis , SC",Ribeirão da Ilha,,Ribeirão da Ilha,florianopolis,         4500 ,Mês,350,60,3,2,1,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-60m2-aluguel-RS4500-id-2664488601/
