,descricao,endereco,valor,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,link
6127,"Apartamento com 2 Quartos para Aluguel, 55m²",,R$ 2.100 /Mês,R$ 599,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-55m2-aluguel-RS2100-id-2663723701/
6128,"Sala/Conjunto    para Aluguel, 62m²",,R$ 5.903 /Mês,,,,,,https://vivareal.com.br/imovel/estreito-bairros-florianopolis-com-garagem-62m2-aluguel-RS5903-id-2663759598/
6129,"Casa com 2 Quartos para Aluguel, 80m²",,R$ 2.500 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-80m2-aluguel-RS2500-id-2663755399/
6130,"Apartamento com 3 Quartos para Aluguel, 85m²",,R$ 3.650 /Mês,R$ 581,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3650-id-2663766343/
6131,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 2.200 /Mês     Preço abaixo do mercado,R$ 420,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-52m2-aluguel-RS2200-id-2663916596/
6132,Apartamento com 2 Quartos para Venda/Aluguel 64m²,,R$ 3.500 /Mês,R$ 888,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-64m2-venda-RS860000-id-2663951308/
6133,"Apartamento com 2 Quartos para Aluguel, 57m²",,R$ 2.800 /Mês,R$ 550,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-corrego-grande-bairros-florianopolis-com-garagem-57m2-aluguel-RS2800-id-2663787108/
6134,"Sala/Conjunto    para Aluguel, 80m²",,R$ 4.255 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-80m2-aluguel-RS4255-id-2663796893/
6135,"Casa com 3 Quartos para Aluguel, 250m²",,R$ 4.800 /Mês     Preço abaixo do mercado,,,,,,https://vivareal.com.br/imovel/casa-3-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-250m2-aluguel-RS4800-id-2663730039/
6136,"Apartamento com 2 Quartos para Aluguel, 44m²",,R$ 1.100 /Mês,R$ 345,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1100-id-2663536876/
6137,"Apartamento com 2 Quartos para Aluguel, 50m²",,R$ 2.400 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-50m2-aluguel-RS2400-id-2663787496/
6138,Apartamento com 2 Quartos para Venda/Aluguel 60m²,,R$ 2.300 /Mês,R$ 500,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-60m2-venda-RS450000-id-2661288356/
6139,"Casa com 4 Quartos para Aluguel, 130m²",,R$ 2.300 /Dia,R$ 500,,,,,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-130m2-aluguel-RS2300-id-2662094464/
6140,"Apartamento com  Quarto para Aluguel, 47m²",,R$ 2.000 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-47m2-aluguel-RS2000-id-2663708794/
6141,"Apartamento com  Quarto para Aluguel, 35m²",,R$ 1.900 /Mês,R$ 605,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-35m2-aluguel-RS1900-id-2663787305/
6142,"Apartamento com 2 Quartos para Aluguel, 72m²",,R$ 2.600 /Mês     Preço abaixo do mercado,R$ 709,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS2600-id-2663731097/
6143,"Apartamento com 2 Quartos para Aluguel, 81m²",,R$ 3.800 /Mês     Preço abaixo do mercado,R$ 650,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-81m2-aluguel-RS3800-id-2663854521/
6144,"Casa com 2 Quartos para Aluguel, 95m²",,R$ 3.800 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-95m2-aluguel-RS3800-id-2663944197/
6145,"Galpão/Depósito/Armazém    para Aluguel, 240m²",,R$ 7.000 /Mês,,,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-coqueiros-bairros-florianopolis-240m2-aluguel-RS7000-id-2663755970/
6146,"Casa com 2 Quartos para Aluguel, 135m²",,R$ 4.900 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-135m2-aluguel-RS4900-id-2663727780/
6147,"Sala/Conjunto    para Aluguel, 41m²",,R$ 1.600 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-41m2-aluguel-RS1600-id-2663723702/
6148,"Apartamento com  Quarto para Aluguel, 36m²",,R$ 2.400 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-rio-tavares-bairros-florianopolis-com-garagem-36m2-aluguel-RS2400-id-2663389189/
6149,"Apartamento com 2 Quartos para Aluguel, 117m²",,R$ 4.500 /Mês     Preço abaixo do mercado,R$ 1.100,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-117m2-aluguel-RS4500-id-2663787306/
6150,"Apartamento com 2 Quartos para Aluguel, 87m²",,R$ 5.600 /Mês,R$ 919,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-87m2-aluguel-RS5600-id-2663795609/
6151,"Casa com 2 Quartos para Aluguel, 50m²",,R$ 1.750 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-trindade-bairros-florianopolis-50m2-aluguel-RS1750-id-2663796802/
6152,"Sala/Conjunto    para Aluguel, 37m²",,R$ 1.500 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-37m2-aluguel-RS1500-id-2663723698/
6153,"Casa com 2 Quartos para Aluguel, 70m²",,R$ 2.600 /Mês,R$ 300,,,,,https://vivareal.com.br/imovel/casa-2-quartos-lagoa-da-conceicao-bairros-florianopolis-70m2-aluguel-RS2600-id-2663945424/
6154,"Apartamento com 3 Quartos para Aluguel, 106m²",,R$ 4.000 /Mês,R$ 655,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-coqueiros-bairros-florianopolis-com-garagem-106m2-aluguel-RS4000-id-2663815023/
6155,"Apartamento com  Quarto para Aluguel, 33m²",,R$ 1.890 /Mês,R$ 230,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-33m2-aluguel-RS1890-id-2663755401/
6156,"Casa com 3 Quartos para Aluguel, 200m²",,R$ 1.600 /Dia,,,,,,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-200m2-aluguel-RS1600-id-2663423402/
6157,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 1.450 /Mês     Preço abaixo do mercado,R$ 580,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-abraao-bairros-florianopolis-com-garagem-52m2-aluguel-RS1450-id-2663772702/
6158,"Sala/Conjunto    para Aluguel, 31m²",,R$ 800 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-31m2-aluguel-RS800-id-2663708402/
6159,"Apartamento com 3 Quartos para Aluguel, 92m²",,R$ 2.850 /Mês,R$ 818,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-92m2-aluguel-RS2850-id-2663942833/
6160,"Apartamento com 2 Quartos para Aluguel, 60m²",,R$ 2.750 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-60m2-aluguel-RS2750-id-2663364471/
6161,"Apartamento com 2 Quartos para Aluguel, 80m²",,R$ 2.000 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-carianos-bairros-florianopolis-com-garagem-80m2-aluguel-RS2000-id-2663787303/
6162,"Apartamento com 2 Quartos para Aluguel, 75m²",,R$ 4.500 /Mês,R$ 470,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-75m2-aluguel-RS4500-id-2663731014/
6163,"Apartamento com 2 Quartos para Aluguel, 55m²",,R$ 2.100 /Mês,R$ 599,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-55m2-aluguel-RS2100-id-2663723701/
6164,"Sala/Conjunto    para Aluguel, 62m²",,R$ 5.903 /Mês,,,,,,https://vivareal.com.br/imovel/estreito-bairros-florianopolis-com-garagem-62m2-aluguel-RS5903-id-2663759598/
6165,"Casa com 2 Quartos para Aluguel, 80m²",,R$ 2.500 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-80m2-aluguel-RS2500-id-2663755399/
6166,"Apartamento com 3 Quartos para Aluguel, 85m²",,R$ 3.650 /Mês,R$ 581,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3650-id-2663766343/
6167,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 2.200 /Mês     Preço abaixo do mercado,R$ 420,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-52m2-aluguel-RS2200-id-2663916596/
6168,Apartamento com 2 Quartos para Venda/Aluguel 64m²,,R$ 3.500 /Mês,R$ 888,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-64m2-venda-RS860000-id-2663951308/
6169,"Apartamento com 2 Quartos para Aluguel, 57m²",,R$ 2.800 /Mês,R$ 550,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-corrego-grande-bairros-florianopolis-com-garagem-57m2-aluguel-RS2800-id-2663787108/
6170,"Sala/Conjunto    para Aluguel, 80m²",,R$ 4.255 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-80m2-aluguel-RS4255-id-2663796893/
6171,"Casa com 3 Quartos para Aluguel, 250m²",,R$ 4.800 /Mês     Preço abaixo do mercado,,,,,,https://vivareal.com.br/imovel/casa-3-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-250m2-aluguel-RS4800-id-2663730039/
6172,"Apartamento com 2 Quartos para Aluguel, 44m²",,R$ 1.100 /Mês,R$ 345,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1100-id-2663536876/
6173,"Apartamento com 2 Quartos para Aluguel, 50m²",,R$ 2.400 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-50m2-aluguel-RS2400-id-2663787496/
6174,Apartamento com 2 Quartos para Venda/Aluguel 60m²,,R$ 2.300 /Mês,R$ 500,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-60m2-venda-RS450000-id-2661288356/
6175,"Casa com 4 Quartos para Aluguel, 130m²",,R$ 2.300 /Dia,R$ 500,,,,,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-130m2-aluguel-RS2300-id-2662094464/
6176,"Apartamento com  Quarto para Aluguel, 47m²",,R$ 2.000 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-47m2-aluguel-RS2000-id-2663708794/
6177,"Apartamento com  Quarto para Aluguel, 35m²",,R$ 1.900 /Mês,R$ 605,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-35m2-aluguel-RS1900-id-2663787305/
6178,"Apartamento com 2 Quartos para Aluguel, 72m²",,R$ 2.600 /Mês     Preço abaixo do mercado,R$ 709,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS2600-id-2663731097/
6179,"Apartamento com 2 Quartos para Aluguel, 81m²",,R$ 3.800 /Mês     Preço abaixo do mercado,R$ 650,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-81m2-aluguel-RS3800-id-2663854521/
6180,"Casa com 2 Quartos para Aluguel, 95m²",,R$ 3.800 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-95m2-aluguel-RS3800-id-2663944197/
6181,"Galpão/Depósito/Armazém    para Aluguel, 240m²",,R$ 7.000 /Mês,,,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-coqueiros-bairros-florianopolis-240m2-aluguel-RS7000-id-2663755970/
6182,"Casa com 2 Quartos para Aluguel, 135m²",,R$ 4.900 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-135m2-aluguel-RS4900-id-2663727780/
6183,"Sala/Conjunto    para Aluguel, 41m²",,R$ 1.600 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-41m2-aluguel-RS1600-id-2663723702/
6184,"Apartamento com  Quarto para Aluguel, 36m²",,R$ 2.400 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-rio-tavares-bairros-florianopolis-com-garagem-36m2-aluguel-RS2400-id-2663389189/
6185,"Apartamento com 2 Quartos para Aluguel, 117m²",,R$ 4.500 /Mês     Preço abaixo do mercado,R$ 1.100,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-117m2-aluguel-RS4500-id-2663787306/
6186,"Apartamento com 2 Quartos para Aluguel, 87m²",,R$ 5.600 /Mês,R$ 919,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-87m2-aluguel-RS5600-id-2663795609/
6187,"Casa com 2 Quartos para Aluguel, 50m²",,R$ 1.750 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-trindade-bairros-florianopolis-50m2-aluguel-RS1750-id-2663796802/
6188,"Sala/Conjunto    para Aluguel, 37m²",,R$ 1.500 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-37m2-aluguel-RS1500-id-2663723698/
6189,"Casa com 2 Quartos para Aluguel, 70m²",,R$ 2.600 /Mês,R$ 300,,,,,https://vivareal.com.br/imovel/casa-2-quartos-lagoa-da-conceicao-bairros-florianopolis-70m2-aluguel-RS2600-id-2663945424/
6190,"Apartamento com 3 Quartos para Aluguel, 106m²",,R$ 4.000 /Mês,R$ 655,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-coqueiros-bairros-florianopolis-com-garagem-106m2-aluguel-RS4000-id-2663815023/
6191,"Apartamento com  Quarto para Aluguel, 33m²",,R$ 1.890 /Mês,R$ 230,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-33m2-aluguel-RS1890-id-2663755401/
6192,"Casa com 3 Quartos para Aluguel, 200m²",,R$ 1.600 /Dia,,,,,,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-200m2-aluguel-RS1600-id-2663423402/
6193,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 1.450 /Mês     Preço abaixo do mercado,R$ 580,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-abraao-bairros-florianopolis-com-garagem-52m2-aluguel-RS1450-id-2663772702/
6194,"Sala/Conjunto    para Aluguel, 31m²",,R$ 800 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-31m2-aluguel-RS800-id-2663708402/
6195,"Apartamento com 3 Quartos para Aluguel, 92m²",,R$ 2.850 /Mês,R$ 818,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-92m2-aluguel-RS2850-id-2663942833/
6196,"Apartamento com 2 Quartos para Aluguel, 60m²",,R$ 2.750 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-60m2-aluguel-RS2750-id-2663364471/
6197,"Apartamento com 2 Quartos para Aluguel, 80m²",,R$ 2.000 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-carianos-bairros-florianopolis-com-garagem-80m2-aluguel-RS2000-id-2663787303/
6198,"Apartamento com 2 Quartos para Aluguel, 75m²",,R$ 4.500 /Mês,R$ 470,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-75m2-aluguel-RS4500-id-2663731014/
6199,"Apartamento com 2 Quartos para Aluguel, 55m²",,R$ 2.100 /Mês,R$ 599,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-55m2-aluguel-RS2100-id-2663723701/
6200,"Sala/Conjunto    para Aluguel, 62m²",,R$ 5.903 /Mês,,,,,,https://vivareal.com.br/imovel/estreito-bairros-florianopolis-com-garagem-62m2-aluguel-RS5903-id-2663759598/
6201,"Casa com 2 Quartos para Aluguel, 80m²",,R$ 2.500 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-80m2-aluguel-RS2500-id-2663755399/
6202,"Apartamento com 3 Quartos para Aluguel, 85m²",,R$ 3.650 /Mês,R$ 581,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3650-id-2663766343/
6203,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 2.200 /Mês     Preço abaixo do mercado,R$ 420,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-52m2-aluguel-RS2200-id-2663916596/
6204,Apartamento com 2 Quartos para Venda/Aluguel 64m²,,R$ 3.500 /Mês,R$ 888,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-64m2-venda-RS860000-id-2663951308/
6205,"Apartamento com 2 Quartos para Aluguel, 57m²",,R$ 2.800 /Mês,R$ 550,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-corrego-grande-bairros-florianopolis-com-garagem-57m2-aluguel-RS2800-id-2663787108/
6206,"Sala/Conjunto    para Aluguel, 80m²",,R$ 4.255 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-80m2-aluguel-RS4255-id-2663796893/
6207,"Casa com 3 Quartos para Aluguel, 250m²",,R$ 4.800 /Mês     Preço abaixo do mercado,,,,,,https://vivareal.com.br/imovel/casa-3-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-250m2-aluguel-RS4800-id-2663730039/
6208,"Apartamento com 2 Quartos para Aluguel, 44m²",,R$ 1.100 /Mês,R$ 345,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1100-id-2663536876/
6209,"Apartamento com 2 Quartos para Aluguel, 50m²",,R$ 2.400 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-50m2-aluguel-RS2400-id-2663787496/
6210,Apartamento com 2 Quartos para Venda/Aluguel 60m²,,R$ 2.300 /Mês,R$ 500,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-60m2-venda-RS450000-id-2661288356/
6211,"Casa com 4 Quartos para Aluguel, 130m²",,R$ 2.300 /Dia,R$ 500,,,,,https://vivareal.com.br/imovel/casa-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-130m2-aluguel-RS2300-id-2662094464/
6212,"Apartamento com  Quarto para Aluguel, 47m²",,R$ 2.000 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-47m2-aluguel-RS2000-id-2663708794/
6213,"Apartamento com  Quarto para Aluguel, 35m²",,R$ 1.900 /Mês,R$ 605,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-trindade-bairros-florianopolis-com-garagem-35m2-aluguel-RS1900-id-2663787305/
6214,"Apartamento com 2 Quartos para Aluguel, 72m²",,R$ 2.600 /Mês     Preço abaixo do mercado,R$ 709,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS2600-id-2663731097/
6215,"Apartamento com 2 Quartos para Aluguel, 81m²",,R$ 3.800 /Mês     Preço abaixo do mercado,R$ 650,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-joao-paulo-bairros-florianopolis-com-garagem-81m2-aluguel-RS3800-id-2663854521/
6216,"Casa com 2 Quartos para Aluguel, 95m²",,R$ 3.800 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-95m2-aluguel-RS3800-id-2663944197/
6217,"Galpão/Depósito/Armazém    para Aluguel, 240m²",,R$ 7.000 /Mês,,,,,,https://vivareal.com.br/imovel/galpao-deposito-armazem-coqueiros-bairros-florianopolis-240m2-aluguel-RS7000-id-2663755970/
6218,"Casa com 2 Quartos para Aluguel, 135m²",,R$ 4.900 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-ponta-das-canas-bairros-florianopolis-com-garagem-135m2-aluguel-RS4900-id-2663727780/
6219,"Sala/Conjunto    para Aluguel, 41m²",,R$ 1.600 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-41m2-aluguel-RS1600-id-2663723702/
6220,"Apartamento com  Quarto para Aluguel, 36m²",,R$ 2.400 /Mês,,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-rio-tavares-bairros-florianopolis-com-garagem-36m2-aluguel-RS2400-id-2663389189/
6221,"Apartamento com 2 Quartos para Aluguel, 117m²",,R$ 4.500 /Mês     Preço abaixo do mercado,R$ 1.100,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-117m2-aluguel-RS4500-id-2663787306/
6222,"Apartamento com 2 Quartos para Aluguel, 87m²",,R$ 5.600 /Mês,R$ 919,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-87m2-aluguel-RS5600-id-2663795609/
6223,"Casa com 2 Quartos para Aluguel, 50m²",,R$ 1.750 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-trindade-bairros-florianopolis-50m2-aluguel-RS1750-id-2663796802/
6224,"Sala/Conjunto    para Aluguel, 37m²",,R$ 1.500 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-37m2-aluguel-RS1500-id-2663723698/
6225,"Casa com 2 Quartos para Aluguel, 70m²",,R$ 2.600 /Mês,R$ 300,,,,,https://vivareal.com.br/imovel/casa-2-quartos-lagoa-da-conceicao-bairros-florianopolis-70m2-aluguel-RS2600-id-2663945424/
6226,"Apartamento com 3 Quartos para Aluguel, 106m²",,R$ 4.000 /Mês,R$ 655,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-coqueiros-bairros-florianopolis-com-garagem-106m2-aluguel-RS4000-id-2663815023/
6227,"Apartamento com  Quarto para Aluguel, 33m²",,R$ 1.890 /Mês,R$ 230,,,,,https://vivareal.com.br/imovel/apartamento-1-quartos-estreito-bairros-florianopolis-com-garagem-33m2-aluguel-RS1890-id-2663755401/
6228,"Casa com 3 Quartos para Aluguel, 200m²",,R$ 1.600 /Dia,,,,,,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-200m2-aluguel-RS1600-id-2663423402/
6229,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 1.450 /Mês     Preço abaixo do mercado,R$ 580,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-abraao-bairros-florianopolis-com-garagem-52m2-aluguel-RS1450-id-2663772702/
6230,"Sala/Conjunto    para Aluguel, 31m²",,R$ 800 /Mês,,,,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-31m2-aluguel-RS800-id-2663708402/
6231,"Apartamento com 3 Quartos para Aluguel, 92m²",,R$ 2.850 /Mês,R$ 818,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-92m2-aluguel-RS2850-id-2663942833/
6232,"Apartamento com 2 Quartos para Aluguel, 60m²",,R$ 2.750 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-60m2-aluguel-RS2750-id-2663364471/
6233,"Apartamento com 2 Quartos para Aluguel, 80m²",,R$ 2.000 /Mês,R$ 150,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-carianos-bairros-florianopolis-com-garagem-80m2-aluguel-RS2000-id-2663787303/
6234,"Apartamento com 2 Quartos para Aluguel, 75m²",,R$ 4.500 /Mês,R$ 470,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-com-garagem-75m2-aluguel-RS4500-id-2663731014/
6235,"Apartamento com 2 Quartos para Aluguel, 55m²",,R$ 2.100 /Mês,R$ 599,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-55m2-aluguel-RS2100-id-2663723701/
6236,"Sala/Conjunto    para Aluguel, 62m²",,R$ 5.903 /Mês,,,,,,https://vivareal.com.br/imovel/estreito-bairros-florianopolis-com-garagem-62m2-aluguel-RS5903-id-2663759598/
6237,"Casa com 2 Quartos para Aluguel, 80m²",,R$ 2.500 /Mês,,,,,,https://vivareal.com.br/imovel/casa-2-quartos-pantano-do-sul-bairros-florianopolis-com-garagem-80m2-aluguel-RS2500-id-2663755399/
6238,"Apartamento com 3 Quartos para Aluguel, 85m²",,R$ 3.650 /Mês,R$ 581,,,,,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-85m2-aluguel-RS3650-id-2663766343/
6239,"Apartamento com 2 Quartos para Aluguel, 52m²",,R$ 2.200 /Mês     Preço abaixo do mercado,R$ 420,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-52m2-aluguel-RS2200-id-2663916596/
6240,Apartamento com 2 Quartos para Venda/Aluguel 64m²,,R$ 3.500 /Mês,R$ 888,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-64m2-venda-RS860000-id-2663951308/
6241,"Apartamento com 2 Quartos para Aluguel, 57m²",,R$ 2.800 /Mês,R$ 550,,,,,https://vivareal.com.br/imovel/apartamento-2-quartos-corrego-grande-bairros-florianopolis-com-garagem-57m2-aluguel-RS2800-id-2663787108/
